,word,lemma,ptb_pos,has_dobj,has_nsubjpass,count
1509,dies,die,VBZ,False,False,10
1510,differ,differ,VB,False,False,2
1511,differing,differ,VBG,False,False,1
1512,dig,dig,VB,True,False,1
1513,digest,digest,VB,False,False,2
1514,digging,dig,VBG,False,False,1
1515,digs,dig,VBZ,False,False,1
1516,dilute,dilute,VBP,True,False,1
1517,diminish,diminish,VB,False,False,1
1518,dine,dine,VB,False,False,5
1519,dined,dine,VBD,False,False,1
1520,dined,dine,VBN,False,False,1
1521,dining,dine,VBG,False,False,2
1522,dipping,dip,VBG,True,False,1
1523,direct,direct,VB,False,False,1
1524,directed,direct,VBN,False,False,2
1525,directed,direct,VBN,False,True,1
1526,directed,direct,VBN,True,False,2
1527,directing,direct,VBG,False,False,1
1528,disagree,disagree,VB,False,False,1
1529,disagreed,disagree,VBD,False,False,1
1530,disappear,disappear,VB,False,False,2
1531,disappeared,disappear,VBD,False,False,3
1532,disappeared,disappear,VBN,False,False,1
1533,disappointed,disappoint,VBN,False,False,1
1534,disappointed,disappoint,VBN,False,True,4
1535,disarm,disarm,VB,True,False,1
1536,disclose,disclose,VB,True,False,3
1537,disclose,disclose,VBP,True,False,1
1538,disclosed,disclose,VBD,False,False,1
1539,disclosed,disclose,VBN,False,True,1
1540,disconnected,disconnect,VBN,True,False,1
1541,discounted,discount,VBN,False,False,1
1542,discouraged,discourage,VBD,True,False,1
1543,discouraged,discourage,VBN,True,False,2
1544,discouraging,discourage,VBG,True,False,1
1545,discover,discover,VB,False,False,2
1546,discover,discover,VB,True,False,2
1547,discovered,discover,VBD,False,False,4
1548,discovered,discover,VBD,True,False,2
1549,discovered,discover,VBN,False,False,2
1550,discovered,discover,VBN,False,True,1
1551,discriminated,discriminate,VBD,False,False,1
1552,discuss,discuss,VB,False,False,12
1553,discuss,discuss,VB,True,False,31
1554,discussed,discuss,VBD,False,False,5
1555,discussed,discuss,VBD,True,False,3
1556,discussed,discuss,VBN,False,False,3
1557,discussed,discuss,VBN,False,True,3
1558,discussed,discuss,VBN,True,False,1
1559,discussing,discuss,VBG,True,False,2
1560,disenfranchised,disenfranchise,VBN,False,False,1
1561,disenfranchised,disenfranchise,VBN,False,True,1
1562,disguise,disguise,VB,False,False,1
1563,dishonors,dishonor,VBZ,True,False,1
1564,dislike,dislike,VBP,True,False,2
1565,dismembered,dismember,VBN,False,False,1
1566,dismissed,dismiss,VBD,True,False,1
1567,dismissed,dismiss,VBN,False,True,2
1568,dismisses,dismiss,VBZ,True,False,1
1569,dismissing,dismiss,VBG,True,False,2
1570,dispatch,dispatch,VBP,False,False,1
1571,dispatched,dispatch,VBN,False,True,1
1572,disperse,disperse,VB,True,False,2
1573,dispersing,disperse,VBG,True,False,2
1574,displaced,displace,VBN,False,False,2
1575,displaced,displace,VBN,False,True,1
1576,displeases,displease,VBZ,True,False,1
1577,disregard,disregard,VB,True,False,1
1578,disrupt,disrupt,VB,True,False,3
1579,disrupt,disrupt,VBP,True,False,1
1580,disrupting,disrupt,VBG,True,False,1
1581,disseminate,disseminate,VB,False,False,1
1582,dissenting,dissent,VBG,False,False,1
1583,dissolved,dissolve,VBN,False,False,2
1584,distinguish,distinguish,VB,True,False,1
1585,distinguish,distinguish,VBP,True,False,1
1586,distort,distort,VBP,False,False,1
1587,distorted,distort,VBN,False,True,1
1588,distracting,distract,VBG,True,False,1
1589,distribute,distribute,VB,False,False,1
1590,distribute,distribute,VB,True,False,3
1591,distributed,distribute,VBN,False,False,1
1592,distributed,distribute,VBN,False,True,3
1593,distributing,distribute,VBG,True,False,2
1594,disturb,disturb,VB,True,False,1
1595,divert,divert,VB,True,False,1
1596,divest,divest,VB,True,False,1
1597,divides,divide,VBZ,True,False,1
1598,dividing,divide,VBG,True,False,1
1599,divined,divine,VBD,True,False,1
1600,dm,dm,VB,False,False,1
1601,do,do,VB,False,False,97
1602,do,do,VB,True,False,167
1603,do,do,VBP,False,False,34
1604,do,do,VBP,True,False,23
1605,docking,dock,VBG,False,False,1
1606,documented,document,VBN,False,False,2
1607,does,do,VBZ,False,False,9
1608,does,do,VBZ,True,False,16
1609,doing,do,VBG,False,False,21
1610,doing,do,VBG,True,False,75
1611,dominated,dominate,VBN,False,False,2
1612,dominated,dominate,VBN,False,True,2
1613,donate,donate,VB,False,False,1
1614,donate,donate,VB,True,False,2
1615,donated,donate,VBN,False,True,1
1616,donating,donate,VBG,True,False,1
1617,done,do,VBN,False,False,48
1618,done,do,VBN,False,True,17
1619,done,do,VBN,True,False,24
1620,double,double,VB,True,False,1
1621,doubling,double,VBG,False,False,1
1622,doubt,doubt,VBP,False,False,4
1623,downgrade,downgrade,VB,True,False,1
1624,downgrading,downgrade,VBG,True,False,1
1625,download,download,VB,False,False,1
1626,download,download,VB,True,False,1
1627,downloaded,download,VBN,False,True,2
1628,downsize,downsize,VB,True,False,1
1629,draft,draft,VB,True,False,1
1630,draft,draft,VBP,True,False,1
1631,drafted,draft,VBD,True,False,3
1632,drafted,draft,VBN,False,False,1
1633,drafting,draft,VBG,True,False,1
1634,drag,drag,VB,True,False,2
1635,dragged,drag,VBD,True,False,1
1636,dragged,drag,VBN,False,True,2
1637,dragged,drag,VBN,True,False,1
1638,dragging,drag,VBG,True,False,1
1639,drags,drag,VBZ,True,False,1
1640,draped,drape,VBN,False,True,1
1641,draw,draw,VB,True,False,3
1642,draw,draw,VBP,False,False,1
1643,drawn,draw,VBN,False,False,1
1644,drawn,draw,VBN,True,False,2
1645,dreading,dread,VBG,True,False,1
1646,dreamed,dream,VBD,False,False,1
1647,dreamed,dream,VBN,False,False,1
1648,drenched,drench,VBN,False,True,1
1649,dress,dress,VBP,False,False,1
1650,dressed,dress,VBN,False,False,1
1651,dressing,dress,VBG,False,False,1
1652,drew,draw,VBD,True,False,1
1653,dried,dry,VBD,False,False,1
1654,dried,dry,VBN,False,False,3
1655,dried,dry,VBN,False,True,1
1656,dries,dry,VBZ,False,False,1
1657,drilling,drill,VBG,False,False,1
1658,drink,drink,VB,False,False,3
1659,drink,drink,VB,True,False,4
1660,drink,drink,VBP,True,False,1
1661,drinking,drink,VBG,False,False,9
1662,drinking,drink,VBG,True,False,4
1663,drive,drive,VB,False,False,12
1664,drive,drive,VB,True,False,11
1665,drive,drive,VBP,False,False,2
1666,driven,drive,VBN,False,False,2
1667,driven,drive,VBN,False,True,2
1668,driving,drive,VBG,False,False,6
1669,driving,drive,VBG,True,False,7
1670,drool,drool,VBP,False,False,2
1671,drop,drop,VB,False,False,1
1672,drop,drop,VB,True,False,5
1673,drop,drop,VBP,False,False,1
1674,dropped,drop,VBD,False,False,2
1675,dropped,drop,VBD,True,False,4
1676,dropped,drop,VBN,False,False,1
1677,dropped,drop,VBN,False,True,1
1678,dropping,drop,VBG,False,False,1
1679,dropping,drop,VBG,True,False,3
1680,drops,drop,VBZ,True,False,2
1681,drove,drive,VBD,False,False,3
1682,drove,drive,VBD,True,False,3
1683,drove,drive,VBP,False,False,2
1684,drving,drving,VBG,False,False,1
1685,dry,dry,VB,True,False,1
1686,dry,dry,VBP,False,False,1
1687,due,due,VB,False,False,1
1688,dueled,duel,VBN,False,True,1
1689,dump,dump,VB,True,False,1
1690,dumping,dump,VBG,True,False,1
1691,dung,dung,VBP,True,False,1
1692,duplicate,duplicate,VB,True,False,1
1693,dust,dust,VB,False,False,1
1694,dusted,dust,VBD,True,False,1
1695,dusting,dust,VBG,False,False,1
1696,dwarfed,dwarf,VBD,True,False,1
1697,dying,die,VBG,False,False,1
1698,dying,die,VBG,True,False,1
1699,e mail,mail,VB,True,False,1
1700,e-mail,e-mail,VB,True,False,2
1701,e-mailed,e-mail,VBD,True,False,1
1702,e-mailed,e-mail,VBN,False,True,1
1703,earn,earn,VBP,False,False,1
1704,earned,earn,VBD,False,False,1
1705,earned,earn,VBD,True,False,6
1706,earned,earn,VBN,True,False,3
1707,eat,eat,VB,False,False,22
1708,eat,eat,VB,True,False,26
1709,eat,eat,VBP,False,False,3
1710,eat,eat,VBP,True,False,4
1711,eaten,eat,VBN,False,False,6
1712,eaten,eat,VBN,False,True,2
1713,eaten,eat,VBN,True,False,1
1714,eatin,eatin,VBN,False,False,1
1715,eating,eat,VBG,False,False,13
1716,eating,eat,VBG,True,False,6
1717,eats,eat,VBZ,False,False,1
1718,eats,eat,VBZ,True,False,2
1719,eatting,eatt,VBG,True,False,1
1720,echo,echo,VB,True,False,1
1721,educate,educate,VB,True,False,1
1722,educating,educate,VBG,True,False,1
1723,effected,effect,VBD,True,False,1
1724,effected,effect,VBN,False,True,3
1725,egg,egg,VBP,True,False,1
1726,elected,elect,VBD,False,False,1
1727,elected,elect,VBD,True,False,1
1728,elected,elect,VBN,False,False,4
1729,elected,elect,VBN,False,True,5
1730,elected,elect,VBN,True,True,1
1731,elevated,elevate,VBN,False,False,1
1732,eliminate,eliminate,VB,True,False,4
1733,eliminated,eliminate,VBN,False,False,1
1734,eliminated,eliminate,VBN,False,True,1
1735,eliminated,eliminate,VBN,True,False,1
1736,eliminating,eliminate,VBG,True,False,2
1737,email,email,VB,True,False,6
1738,emailed,email,VBD,False,False,1
1739,emailed,email,VBD,True,False,3
1740,emailed,email,VBN,False,False,1
1741,emancipate,emancipate,VB,True,False,1
1742,embarked,embark,VBD,False,False,1
1743,embarrass,embarrass,VB,True,False,1
1744,embarrassed,embarrass,VBD,True,False,1
1745,embedded,embed,VBN,False,False,3
1746,embroidered,embroider,VBN,False,False,1
1747,emerge,emerge,VB,False,False,1
1748,emerged,emerge,VBD,False,False,1
1749,emerged,emerge,VBN,False,False,1
1750,emerging,emerge,VBG,False,False,4
1751,emit,emit,VB,True,False,2
1752,emitting,emit,VBG,False,False,1
1753,employ,employ,VB,True,False,1
1754,employ,employ,VBP,True,False,1
1755,employed,employ,VBN,False,False,3
1756,employed,employ,VBN,False,True,3
1757,employs,employ,VBZ,True,False,1
1758,enable,enable,VB,True,False,4
1759,enabled,enable,VBD,True,False,1
1760,enables,enable,VBZ,True,False,2
1761,enabling,enable,VBG,True,False,2
1762,enacted,enact,VBN,False,False,1
1763,encased,encase,VBN,False,False,1
1764,encircle,encircle,VB,True,False,1
1765,encircled,encircle,VBN,False,True,1
1766,enclosed,enclose,VBN,False,False,1
1767,enclosed,enclose,VBN,False,True,1
1768,enclosing,enclose,VBG,True,False,1
1769,encourage,encourage,VB,True,False,8
1770,encourage,encourage,VBP,True,False,1
1771,encouraged,encourage,VBD,False,False,1
1772,encouraged,encourage,VBD,True,False,2
1773,encouraged,encourage,VBN,True,False,1
1774,encouraging,encourage,VBG,True,False,1
1775,end,end,VB,False,False,8
1776,end,end,VB,True,False,2
1777,end,end,VBP,False,False,3
1778,endanger,endanger,VB,True,False,2
1779,ended,end,VBD,False,False,10
1780,ended,end,VBN,False,False,1
1781,endevour,endevour,VB,False,False,1
1782,ending,end,VBG,False,False,2
1783,ending,end,VBG,True,False,1
1784,endorse,endorse,VB,False,False,1
1785,ends,end,VBZ,False,False,1
1786,enduring,endure,VBG,True,False,1
1787,enfurates,enfurate,VBZ,True,False,1
1788,engage,engage,VB,False,False,2
1789,engage,engage,VB,True,False,1
1790,engage,engage,VBP,False,False,2
1791,engaged,engage,VBN,False,True,2
1792,engaging,engage,VBG,False,False,1
1793,enhanced,enhance,VBN,False,False,2
1794,enjoy,enjoy,VB,False,False,4
1795,enjoy,enjoy,VB,True,False,15
1796,enjoy,enjoy,VBP,False,False,6
1797,enjoy,enjoy,VBP,True,False,2
1798,enjoyed,enjoy,VBD,False,False,6
1799,enjoyed,enjoy,VBD,True,False,15
1800,enjoyed,enjoy,VBN,True,False,1
1801,enjoying,enjoy,VBG,False,False,1
1802,enjoying,enjoy,VBG,True,False,7
1803,enjoys,enjoy,VBZ,False,False,1
1804,enjoys,enjoy,VBZ,True,False,3
1805,enlarging,enlarge,VBG,False,False,1
1806,enlighten,enlighten,VB,True,False,1
1807,enriched,enrich,VBN,False,True,1
1808,enrolled,enrol,VBD,False,False,1
1809,enrolled,enrol,VBN,False,True,1
1810,ensure,ensure,VB,False,False,11
1811,ensure,ensure,VB,True,False,3
1812,ensure,ensure,VBP,False,False,1
1813,ensured,ensure,VBD,False,False,1
1814,ensured,ensure,VBN,False,True,1
1815,ensures,ensure,VBZ,False,False,1
1816,ensuring,ensure,VBG,False,False,2
1817,ensuring,ensure,VBG,True,False,2
1818,enter,enter,VB,False,False,4
1819,enter,enter,VB,True,False,5
1820,enter,enter,VBP,True,False,1
1821,entered,enter,VBD,True,False,1
1822,entered,enter,VBN,False,False,1
1823,entered,enter,VBN,False,True,1
1824,entered,enter,VBN,True,False,1
1825,entering,enter,VBG,False,False,2
1826,entering,enter,VBG,True,False,6
1827,enters,enter,VBZ,True,False,1
1828,entitled,entitle,VBN,False,False,1
1829,envelop,envelop,VB,True,False,1
1830,envelops,envelop,VBZ,True,False,1
1831,envision,envision,VBP,True,False,1
1832,equal,equal,VB,True,False,2
1833,equaling,equal,VBG,True,False,1
1834,equals,equal,VBZ,False,False,1
1835,equating,equate,VBG,True,False,1
1836,equip,equip,VB,True,False,1
1837,equipped,equip,VBN,False,False,2
1838,equipped,equip,VBN,False,True,2
1839,equips,equip,VBZ,True,False,1
1840,escalating,escalate,VBG,False,False,1
1841,escape,escape,VB,False,False,9
1842,escape,escape,VB,True,False,2
1843,escape,escape,VBP,True,False,1
1844,escaped,escape,VBD,False,False,3
1845,escaping,escape,VBG,False,False,3
1846,eschewing,eschew,VBG,True,False,1
1847,est,est,VBN,False,False,1
1848,establish,establish,VB,True,False,6
1849,establish,establish,VBP,False,False,1
1850,established,establish,VBN,False,False,6
1851,established,establish,VBN,False,True,3
1852,established,establish,VBN,True,False,3
1853,establishing,establish,VBG,True,False,2
1854,estimate,estimate,VB,False,False,1
1855,estimate,estimate,VB,True,False,3
1856,estimate,estimate,VBP,True,False,2
1857,estimated,estimate,VBN,False,False,15
1858,estimated,estimate,VBN,False,True,3
1859,evacuate,evacuate,VB,True,False,2
1860,evacuated,evacuate,VBD,True,False,2
1861,evacuated,evacuate,VBN,False,False,1
1862,evacuated,evacuate,VBN,False,True,1
1863,evacuates,evacuate,VBZ,True,False,1
1864,evacuating,evacuate,VBG,True,False,1
1865,evaluate,evaluate,VB,True,False,3
1866,evaluate,evaluate,VBP,True,False,1
1867,evaluated,evaluate,VBN,False,True,1
1868,evaluating,evaluate,VBG,True,False,2
1869,evaporate,evaporate,VB,False,False,1
1870,even,even,VB,True,False,1
1871,evened,even,VBN,False,False,1
1872,evidence,evidence,VB,True,False,1
1873,evolves,evolve,VBZ,False,False,1
1874,exacerbated,exacerbate,VBD,True,False,1
1875,examine,examine,VB,True,False,3
1876,examined,examine,VBD,True,False,1
1877,examined,examine,VBN,False,False,1
1878,examines,examine,VBZ,True,False,1
1879,examining,examine,VBG,True,False,2
1880,exceed,exceed,VB,True,False,4
1881,exceeded,exceed,VBD,True,False,1
1882,exceeded,exceed,VBN,False,True,1
1883,exceeds,exceed,VBZ,True,False,1
1884,excel,excel,VB,False,False,1
1885,excels,excel,VBZ,False,False,1
1886,excepted,except,VBN,False,False,1
1887,excepted,except,VBN,False,True,1
1888,excited,excite,VBN,True,False,1
1889,exclude,exclude,VB,True,False,1
1890,excluded,exclude,VBD,True,False,1
1891,excluded,exclude,VBN,False,True,1
1892,excluding,exclude,VBG,False,False,1
1893,excluding,exclude,VBG,True,False,1
1894,execute,execute,VB,False,False,3
1895,execute,execute,VB,True,False,10
1896,executed,execute,VBD,False,False,1
1897,executed,execute,VBD,True,False,1
1898,executed,execute,VBN,False,False,9
1899,executing,execute,VBG,True,False,3
1900,exercises,exercise,VBZ,True,False,1
1901,exhausted,exhaust,VBN,False,False,1
1902,exhibit,exhibit,VB,True,False,1
1903,exhibited,exhibit,VBN,True,False,1
1904,exist,exist,VB,False,False,3
1905,exist,exist,VBP,False,False,4
1906,existed,exist,VBD,False,False,3
1907,existed,exist,VBN,False,False,3
1908,existing,exist,VBG,False,False,6
1909,exists,exist,VBZ,False,False,5
1910,expand,expand,VB,False,False,2
1911,expand,expand,VB,True,False,2
1912,expanded,expand,VBN,False,False,2
1913,expanding,expand,VBG,False,False,2
1914,expanding,expand,VBG,True,False,5
1915,expect,expect,VB,False,False,11
1916,expect,expect,VB,True,False,18
1917,expect,expect,VBP,False,False,6
1918,expected,expect,VBD,False,False,5
1919,expected,expect,VBD,True,False,2
1920,expected,expect,VBN,False,False,3
1921,expected,expect,VBN,False,True,3
1922,expecting,expect,VBG,False,False,2
1923,expecting,expect,VBG,True,False,7
1924,expects,expect,VBZ,False,False,2
1925,expedited,expedite,VBN,False,False,1
1926,expelling,expel,VBG,True,False,2
1927,expense,expense,VB,True,False,1
1928,experience,experience,VB,True,False,2
1929,experience,experience,VBP,True,False,1
1930,experienced,experience,VBD,True,False,1
1931,experienced,experience,VBN,False,False,2
1932,experienced,experience,VBN,False,True,1
1933,experienced,experience,VBN,True,False,3
1934,experiencing,experience,VBG,True,False,3
1935,expire,expire,VB,False,False,2
1936,expired,expire,VBD,False,False,1
1937,expired,expire,VBN,False,False,2
1938,expires,expire,VBZ,False,False,1
1939,explain,explain,VB,False,False,4
1940,explain,explain,VB,True,False,9
1941,explain,explain,VBP,True,False,1
1942,explained,explain,VBD,False,False,9
1943,explained,explain,VBD,True,False,9
1944,explained,explain,VBN,False,False,1
1945,explained,explain,VBN,False,True,1
1946,explaining,explain,VBG,True,False,3
1947,explains,explain,VBZ,False,False,1
1948,explains,explain,VBZ,True,False,2
1949,explode,explode,VB,False,False,2
1950,explode,explode,VB,True,False,1
1951,exploded,explode,VBD,True,False,1
1952,exploding,explode,VBG,False,False,1
1953,exploit,exploit,VB,True,False,2
1954,exploited,exploit,VBN,False,False,1
1955,exploited,exploit,VBN,False,True,1
1956,explore,explore,VB,False,False,4
1957,explore,explore,VB,True,False,6
1958,exploring,explore,VBG,True,False,1
1959,exposed,expose,VBN,False,False,3
1960,exposed,expose,VBN,False,True,3
1961,express,express,VB,True,False,1
1962,expressed,express,VBD,True,False,3
1963,expressed,express,VBN,False,False,2
1964,expressed,express,VBN,True,False,2
1965,expresses,express,VBZ,True,False,1
1966,expulse,expulse,VBN,False,False,1
1967,extend,extend,VB,True,False,6
1968,extend,extend,VBP,True,False,2
1969,extended,extend,VBN,False,False,2
1970,extended,extend,VBN,True,False,1
1971,extended,extend,VBN,True,True,1
1972,extending,extend,VBG,True,False,1
1973,extends,extend,VBZ,False,False,1
1974,exterminated,exterminate,VBN,False,True,1
1975,extradite,extradite,VB,True,False,1
1976,extradited,extradite,VBN,False,False,1
1977,extradited,extradite,VBN,False,True,2
1978,f*ed,f*ed,VBN,False,False,1
1979,face,face,VB,False,False,1
1980,face,face,VB,True,False,12
1981,face,face,VBP,False,False,1
1982,face,face,VBP,True,False,1
1983,faced,face,VBD,False,False,1
1984,faced,face,VBD,True,False,2
1985,faced,face,VBN,False,True,2
1986,faces,face,VBZ,False,False,1
1987,faces,face,VBZ,True,False,1
1988,facilitated,facilitate,VBN,True,False,1
1989,facilitating,facilitate,VBG,True,False,1
1990,facing,face,VBG,True,False,6
1991,fades,fade,VBZ,False,False,1
1992,fail,fail,VB,True,False,1
1993,fail,fail,VBP,False,False,1
1994,failed,fail,VBD,False,False,6
1995,failed,fail,VBD,True,False,2
1996,failed,fail,VBN,False,False,3
1997,failing,fail,VBG,False,False,2
1998,failing,fail,VBG,True,False,1
1999,fails,fail,VBZ,True,False,1
2000,fall,fall,VB,False,False,10
2001,fall,fall,VBP,False,False,2
2002,fallen,fall,VBN,False,False,5
2003,fallen,fall,VBN,True,False,2
2004,falling,fall,VBG,False,False,3
2005,falls,fall,VBZ,False,False,2
2006,faltered,falter,VBD,False,False,1
2007,faltering,falter,VBG,False,False,1
2008,falters,falter,VBZ,False,False,1
2009,fancies,fancy,VBZ,True,False,1
2010,favor,favor,VB,True,False,1
2011,favor,favor,VBP,True,False,1
2012,favoured,favour,VBD,True,False,1
2013,favoured,favour,VBN,True,False,1
2014,fax,fax,VB,False,False,4
2015,fax,fax,VB,True,False,2
2016,faxed,fax,VBD,False,False,1
2017,faxed,fax,VBD,True,False,2
2018,faxed,fax,VBN,False,False,1
2019,faxed,fax,VBN,True,False,2
2020,fear,fear,VB,False,False,1
2021,fear,fear,VB,True,False,2
2022,fear,fear,VBP,False,False,1
2023,feared,fear,VBD,False,False,1
2024,feared,fear,VBN,False,False,1
2025,feared,fear,VBN,False,True,2
2026,fearing,fear,VBG,True,False,1
2027,feature,feature,VB,True,False,2
2028,feature,feature,VBP,True,False,1
2029,featured,feature,VBN,False,False,1
2030,featured,feature,VBN,True,True,1
2031,featuring,feature,VBG,True,False,1
2032,fed,feed,VBN,False,False,1
2033,fed,feed,VBN,False,True,1
2034,fedexed,fedex,VBN,False,False,1
2035,feed,feed,VB,False,False,2
2036,feed,feed,VB,True,False,18
2037,feed,feed,VBD,True,False,1
2038,feed,feed,VBN,True,False,1
2039,feed,feed,VBP,True,False,8
2040,feeding,feed,VBG,False,False,3
2041,feeding,feed,VBG,True,False,3
2042,feeds,feed,VBZ,True,False,1
2043,feel,feel,VB,False,False,60
2044,feel,feel,VB,True,False,14
2045,feel,feel,VBD,False,False,1
2046,feel,feel,VBP,False,False,34
2047,feel,feel,VBP,True,False,2
2048,feeling,feel,VBG,False,False,5
2049,feeling,feel,VBG,True,False,3
2050,feels,feel,VBZ,False,False,10
2051,feels,feel,VBZ,True,False,1
2052,fell,fall,VBD,False,False,4
2053,felt,feel,VBD,False,False,24
2054,felt,feel,VBD,True,False,2
2055,felt,feel,VBN,False,False,2
2056,felt,feel,VBN,True,False,2
2057,fend,fend,VB,False,False,1
2058,ferry,ferry,VBP,True,False,1
2059,fertilize,fertilize,VB,True,False,1
2060,festering,fester,VBG,False,False,1
2061,fetch,fetch,VB,False,False,1
2062,fight,fight,VB,False,False,8
2063,fight,fight,VB,True,False,3
2064,fight,fight,VBP,False,False,2
2065,fight,fight,VBP,True,False,3
2066,fighting,fight,VBG,False,False,6
2067,fighting,fight,VBG,True,False,7
2068,figure,figure,VB,False,False,9
2069,figure,figure,VB,True,False,4
2070,figure,figure,VBP,False,False,4
2071,figured,figure,VBD,False,False,5
2072,figured,figure,VBD,True,False,1
2073,figures,figure,VBZ,False,False,2
2074,file,file,VB,False,False,1
2075,file,file,VB,True,False,3
2076,filed,file,VBD,True,False,5
2077,filed,file,VBN,False,False,7
2078,filed,file,VBN,False,True,2
2079,filing,file,VBG,True,False,1
2080,fill,fill,VB,False,False,1
2081,fill,fill,VB,True,False,8
2082,filled,fill,VBD,False,False,1
2083,filled,fill,VBD,True,False,1
2084,filled,fill,VBN,False,False,10
2085,filled,fill,VBN,False,True,3
2086,filled,fill,VBN,True,False,2
2087,filling,fill,VBG,False,False,1
2088,filling,fill,VBG,True,False,2
2089,filmed,film,VBN,False,False,2
2090,filmed,film,VBN,False,True,1
2091,filtered,filter,VBN,False,True,2
2092,filters,filter,VBZ,True,False,2
2093,finalize,finalize,VB,True,False,2
2094,finalizing,finalize,VBG,True,False,1
2095,finance,finance,VBP,True,False,1
2096,financed,finance,VBN,False,False,1
2097,financed,finance,VBN,False,True,2
2098,financing,finance,VBG,True,False,1
2099,find,find,VB,False,False,22
2100,find,find,VB,True,False,106
2101,find,find,VBP,False,False,13
2102,find,find,VBP,True,False,6
2103,findin,findin,VBG,True,False,1
2104,finding,find,VBG,False,False,1
2105,finding,find,VBG,True,False,14
2106,finds,find,VBZ,True,False,2
2107,fined,fine,VBN,False,True,1
2108,finesse,finesse,VB,True,False,1
2109,finger,finger,VB,True,False,1
2110,fingered,finger,VBN,False,False,2
2111,finish,finish,VB,False,False,1
2112,finish,finish,VB,True,False,5
2113,finished,finish,VBD,False,False,1
2114,finished,finish,VBD,True,False,2
2115,finished,finish,VBN,False,False,5
2116,finished,finish,VBN,False,True,2
2117,finished,finish,VBN,True,False,2
2118,finishes,finish,VBZ,True,False,1
2119,finishing,finish,VBG,True,False,1
2120,fired,fire,VBD,False,False,1
2121,fired,fire,VBN,False,False,2
2122,fired,fire,VBN,False,True,2
2123,firing,fire,VBG,True,False,3
2124,fit,fit,VB,False,False,9
2125,fit,fit,VB,True,False,5
2126,fit,fit,VBD,True,False,1
2127,fit,fit,VBP,False,False,3
2128,fits,fit,VBZ,True,False,1
2129,fix,fix,VB,True,False,15
2130,fix,fix,VBP,True,False,1
2131,fixed,fix,VBD,True,False,9
2132,fixed,fix,VBN,False,False,12
2133,fixed,fix,VBN,False,True,3
2134,fixeded,fixede,VBD,True,False,1
2135,fixing,fix,VBG,True,False,3
2136,flashing,flash,VBG,True,False,1
2137,flatten,flatten,VBP,False,False,1
2138,fled,flee,VBD,True,False,1
2139,flee,flee,VB,True,False,2
2140,fleeing,flee,VBG,True,False,1
2141,fleshing,flesh,VBG,True,False,2
2142,flew,fly,VBD,False,False,1
2143,flew,fly,VBD,True,False,2
2144,flew,fly,VBP,False,False,1
2145,flex,flex,VB,True,False,1
2146,flicker,flicker,VBP,False,False,1
2147,flickering,flicker,VBG,False,False,1
2148,flies,fly,VBZ,True,False,1
2149,flip,flip,VB,False,False,1
2150,flip,flip,VB,True,False,1
2151,flipped,flip,VBD,True,False,1
2152,flipped,flip,VBN,False,False,1
2153,flips,flip,VBZ,False,False,1
2154,flirt,flirt,VB,False,False,1
2155,flirted,flirt,VBD,False,False,1
2156,flirting,flirt,VBG,False,False,1
2157,float,float,VB,True,False,1
2158,floating,float,VBG,False,False,12
2159,flocked,flock,VBD,False,False,1
2160,flogging,flog,VBG,True,False,1
2161,flooded,flood,VBN,False,True,2
2162,flopped,flop,VBN,False,False,1
2163,flops,flop,VBZ,False,False,2
2164,flourish,flourish,VB,False,False,1
2165,flourished,flourish,VBN,False,False,1
2166,flow,flow,VB,False,False,1
2167,flowed,flow,VBD,False,False,3
2168,flowered,flower,VBD,False,False,1
2169,flowing,flow,VBG,False,False,5
2170,flown,fly,VBN,False,False,2
2171,flows,flow,VBZ,False,False,4
2172,flush,flush,VB,False,False,1
2173,fly,fly,VB,False,False,9
2174,fly,fly,VB,True,False,4
2175,fly,fly,VBP,False,False,3
2176,flying,fly,VBG,False,False,5
2177,flying,fly,VBG,True,False,2
2178,focus,focus,VB,False,False,6
2179,focus,focus,VBP,False,False,1
2180,focused,focus,VBD,False,False,1
2181,focused,focus,VBN,False,False,4
2182,focused,focus,VBN,False,True,2
2183,focuses,focus,VBZ,False,False,1
2184,focuses,focus,VBZ,True,False,1
2185,focusing,focus,VBG,False,False,3
2186,foisted,foist,VBN,False,False,1
2187,fold,fold,VB,False,False,1
2188,folded,fold,VBN,False,False,2
2189,folds,fold,VBZ,False,False,1
2190,follow,follow,VB,False,False,8
2191,follow,follow,VB,True,False,12
2192,follow,follow,VBP,True,False,4
2193,follow,follow,VBZ,False,False,1
2194,followed,follow,VBD,False,False,3
2195,followed,follow,VBD,True,False,4
2196,followed,follow,VBN,False,False,2
2197,followed,follow,VBN,False,True,3
2198,followed,follow,VBN,True,False,1
2199,following,follow,VBG,False,False,52
2200,following,follow,VBG,True,False,7
2201,follows,follow,VBZ,False,False,9
2202,follows,follow,VBZ,True,False,3
2203,fool,fool,VB,True,False,5
2204,foot,foot,VB,True,False,1
2205,for get,get,VB,True,False,1
2206,forbid,forbid,VB,False,False,1
2207,forbid,forbid,VBP,True,False,1
2208,forbidding,forbid,VBG,True,False,3
2209,force,force,VB,True,False,6
2210,forced,force,VBD,True,False,1
2211,forced,force,VBN,False,False,5
2212,forced,force,VBN,False,True,4
2213,forecast,forecast,VBD,True,False,1
2214,forecast,forecast,VBN,False,False,1
2215,foresaw,foresee,VBD,True,False,1
2216,foresee,foresee,VB,True,False,2
2217,forged,forge,VBN,False,False,1
