"","WORD","LEMMA","XPOS"
"915","erased","erase","VBN"
"916","eroded","erode","VBD"
"917","eroded","erode","VBN"
"918","erred","err","VBD"
"919","erred","err","VBN"
"920","erupted","erupt","VBD"
"921","erupted","erupt","VBN"
"922","escaped","escape","VBD"
"923","escaped","escape","VBN"
"924","eschewed","eschew","VBN"
"925","established","establish","VBD"
"926","established","establish","VBN"
"927","estimated","estimate","VBD"
"928","estimated","estimate","VBN"
"929","evacuated","evacuate","VBN"
"930","evaluated","evaluate","VBD"
"931","evaluated","evaluate","VBN"
"932","evaporated","evaporate","VBD"
"933","evaporated","evaporate","VBN"
"934","evidenced","evidence","VBN"
"935","evolved","evolve","VBD"
"936","evolved","evolve","VBN"
"937","exacerbated","exacerbate","VBD"
"938","exacerbated","exacerbate","VBN"
"939","exaggerated","exaggerate","VBN"
"940","examined","examine","VBD"
"941","examined","examine","VBN"
"942","exceeded","exceed","VBD"
"943","exceeded","exceed","VBN"
"944","exchanged","exchange","VBD"
"945","exchanged","exchange","VBN"
"946","excited","excite","VBN"
"947","excluded","exclude","VBD"
"948","excluded","exclude","VBN"
"949","executed","execute","VBD"
"950","executed","execute","VBN"
"951","exempted","exempt","VBN"
"952","exercised","exercise","VBD"
"953","exercised","exercise","VBN"
"954","exhausted","exhaust","VBD"
"955","exhausted","exhaust","VBN"
"956","exiled","exile","VBD"
"957","exiled","exile","VBN"
"958","existed","exist","VBD"
"959","existed","exist","VBN"
"960","exonerated","exonerate","VBD"
"961","exonerated","exonerate","VBN"
"962","expanded","expand","VBD"
"963","expanded","expand","VBN"
"964","expected","expect","VBD"
"965","expected","expect","VBN"
"966","expedited","expedite","VBN"
"967","expelled","expel","VBD"
"968","expelled","expel","VBN"
"969","experienced","experience","VBD"
"970","experienced","experience","VBN"
"971","experimented","experiment","VBD"
"972","experimented","experiment","VBN"
"973","expired","expire","VBD"
"974","expired","expire","VBN"
"975","explained","explain","VBD"
"976","explained","explain","VBN"
"977","exploded","explode","VBD"
"978","exploded","explode","VBN"
"979","exported","export","VBD"
"980","exported","export","VBN"
"981","exposed","expose","VBD"
"982","exposed","expose","VBN"
"983","expressed","express","VBD"
"984","expressed","express","VBN"
"985","extended","extend","VBD"
"986","extended","extend","VBN"
"987","extracted","extract","VBD"
"988","extracted","extract","VBN"
"989","extradited","extradite","VBN"
"990","fabricated","fabricate","VBN"
"991","faced","face","VBD"
"992","faced","face","VBN"
"993","faded","fade","VBD"
"994","faded","fade","VBN"
"995","failed","fail","VBD"
"996","failed","fail","VBN"
"997","faked","fake","VBD"
"998","faked","fake","VBN"
"999","fallen","fall","VBN"
"1000","faltered","falter","VBD"
"1001","faltered","falter","VBN"
"1002","famed","fame","VBN"
"1003","fared","fare","VBD"
"1004","fared","fare","VBN"
"1005","fashioned","fashion","VBN"
"1006","fattened","fatten","VBD"
"1007","fattened","fatten","VBN"
"1008","favored","favor","VBD"
"1009","favored","favor","VBN"
"1010","feared","fear","VBD"
"1011","feared","fear","VBN"
"1012","featured","feature","VBD"
"1013","featured","feature","VBN"
"1014","fed","feed","VBD"
"1015","fed","feed","VBN"
"1016","fell","fall","VBD"
"1017","fell","fall","VBN"
"1018","felt","feel","VBD"
"1019","felt","feel","VBN"
"1020","fertilized","fertilize","VBN"
"1021","fielded","field","VBD"
"1022","fielded","field","VBN"
"1023","figured","figure","VBD"
"1024","figured","figure","VBN"
"1025","filed","file","VBD"
"1026","filed","file","VBN"
"1027","filled","fill","VBD"
"1028","filled","fill","VBN"
"1029","filmed","film","VBD"
"1030","filmed","film","VBN"
"1031","finalized","finalize","VBD"
"1032","finalized","finalize","VBN"
"1033","financed","finance","VBD"
"1034","financed","finance","VBN"
"1035","fined","fine","VBD"
"1036","fined","fine","VBN"
"1037","finished","finish","VBD"
"1038","finished","finish","VBN"
"1039","fired","fire","VBD"
"1040","fired","fire","VBN"
"1041","firmed","firm","VBD"
"1042","firmed","firm","VBN"
"1043","fit","fit","VBN"
"1044","fixed","fix","VBD"
"1045","fixed","fix","VBN"
"1046","fizzled","fizzle","VBD"
"1047","fizzled","fizzle","VBN"
"1048","flashed","flash","VBD"
"1049","flashed","flash","VBN"
"1050","flattened","flatten","VBD"
"1051","flattened","flatten","VBN"
"1052","flawed","flaw","VBN"
"1053","fled","flee","VBD"
"1054","fled","flee","VBN"
"1055","flew","fly","VBD"
"1056","floated","float","VBD"
"1057","floated","float","VBN"
"1058","flocked","flock","VBD"
"1059","flocked","flock","VBN"
"1060","flooded","flood","VBD"
"1061","flooded","flood","VBN"
"1062","flopped","flop","VBD"
"1063","flopped","flop","VBN"
"1064","flowed","flow","VBD"
"1065","flown","fly","VBN"
"1066","fluctuated","fluctuate","VBD"
"1067","fluctuated","fluctuate","VBN"
"1068","focused","focus","VBD"
"1069","focused","focus","VBN"
"1070","foiled","foil","VBD"
"1071","foiled","foil","VBN"
"1072","folded","fold","VBD"
"1073","folded","fold","VBN"
"1074","followed","follow","VBD"
"1075","followed","follow","VBN"
"1076","forbade","forbid","VBD"
"1077","forced","force","VBD"
"1078","forced","force","VBN"
"1079","forecast","forecast","VBD"
"1080","forecast","forecast","VBN"
"1081","foreclosed","foreclose","VBD"
"1082","foreclosed","foreclose","VBN"
"1083","foreseen","foresee","VBN"
"1084","forgiven","forgive","VBN"
"1085","forgot","forget","VBD"
"1086","forgot","forget","VBN"
"1087","forgotten","forget","VBN"
"1088","forked","fork","VBD"
"1089","forked","fork","VBN"
"1090","formed","form","VBD"
"1091","formed","form","VBN"
"1092","fostered","foster","VBD"
"1093","fostered","foster","VBN"
"1094","fought","fight","VBD"
"1095","fought","fight","VBN"
"1096","found","find","VBD"
"1097","found","find","VBN"
"1098","founded","found","VBD"
"1099","founded","found","VBN"
"1100","fractured","fracture","VBD"
"1101","fractured","fracture","VBN"
"1102","fragmented","fragment","VBN"
"1103","framed","frame","VBN"
"1104","franchised","franchise","VBN"
"1105","freed","free","VBD"
"1106","freed","free","VBN"
"1107","frightened","frighten","VBD"
"1108","frightened","frighten","VBN"
"1109","frozen","freeze","VBN"
"1110","frustrated","frustrate","VBD"
"1111","frustrated","frustrate","VBN"
"1112","fueled","fuel","VBD"
"1113","fueled","fuel","VBN"
"1114","fulfilled","fulfil","VBD"
"1115","fulfilled","fulfil","VBN"
"1116","funded","fund","VBD"
"1117","funded","fund","VBN"
"1118","funneled","funnel","VBD"
"1119","funneled","funnel","VBN"
"1120","furnished","furnish","VBN"
"1121","gained","gain","VBD"
"1122","gained","gain","VBN"
"1123","galvanized","galvanize","VBD"
"1124","gathered","gather","VBD"
"1125","gathered","gather","VBN"
"1126","gave","give","VBD"
"1127","geared","gear","VBN"
"1128","generated","generate","VBD"
"1129","generated","generate","VBN"
"1130","given","give","VBN"
"1131","glued","glue","VBN"
"1132","glutted","glut","VBN"
"1133","gone","go","VBN"
"1134","got","get","VBD"
"1135","got","get","VBN"
"1136","gotten","get","VBN"
"1137","governed","govern","VBD"
"1138","governed","govern","VBN"
"1139","grabbed","grab","VBD"
"1140","grabbed","grab","VBN"
"1141","graduated","graduate","VBD"
"1142","graduated","graduate","VBN"
"1143","granted","grant","VBD"
"1144","granted","grant","VBN"
"1145","greeted","greet","VBD"
"1146","greeted","greet","VBN"
"1147","grew","grow","VBD"
"1148","grew","grow","VBN"
"1149","gridlocked","gridlock","VBN"
"1150","gripped","grip","VBD"
"1151","ground","grind","VBD"
"1152","ground","grind","VBN"
"1153","grounded","ground","VBN"
"1154","grown","grow","VBN"
"1155","guaranteed","guarantee","VBD"
"1156","guaranteed","guarantee","VBN"
"1157","guarded","guard","VBD"
"1158","guarded","guard","VBN"
"1159","guessed","guess","VBD"
"1160","guided","guide","VBD"
"1161","guided","guide","VBN"
"1162","gunned","gun","VBN"
"1163","had","have","VBD"
"1164","had","have","VBN"
"1165","hailed","hail","VBD"
"1166","hailed","hail","VBN"
"1167","halted","halt","VBD"
"1168","halted","halt","VBN"
"1169","halved","halve","VBD"
"1170","halved","halve","VBN"
"1171","hammered","hammer","VBN"
"1172","hampered","hamper","VBD"
"1173","hampered","hamper","VBN"
"1174","hamstrung","hamstring","VBN"
"1175","handed","hand","VBD"
"1176","handed","hand","VBN"
"1177","handicapped","handicap","VBN"
"1178","handled","handle","VBD"
"1179","handled","handle","VBN"
"1180","happened","happen","VBD"
"1181","happened","happen","VBN"
"1182","hardened","harden","VBN"
"1183","harmed","harm","VBD"
"1184","harmed","harm","VBN"
"1185","harried","harry","VBN"
"1186","harvested","harvest","VBN"
"1187","has","have","VBN"
"1188","hatched","hatch","VBN"
"1189","hated","hate","VBN"
"1190","haunted","haunt","VBN"
"1191","have","have","VBD"
"1192","have","have","VBN"
"1193","headed","head","VBD"
"1194","headed","head","VBN"
"1195","heard","hear","VBD"
"1196","heard","hear","VBN"
"1197","heated","heat","VBN"
"1198","heaved","heave","VBD"
"1199","heaved","heave","VBN"
"1200","heightened","heighten","VBD"
"1201","heightened","heighten","VBN"
"1202","held","hold","VBD"
"1203","held","hold","VBN"
"1204","helped","help","VBD"
"1205","helped","help","VBN"
"1206","heralded","herald","VBN"
"1207","hidden","hide","VBN"
"1208","highlighted","highlight","VBD"
"1209","highlighted","highlight","VBN"
"1210","hindered","hinder","VBD"
"1211","hindered","hinder","VBN"
"1212","hinted","hint","VBD"
"1213","hinted","hint","VBN"
"1214","hired","hire","VBD"
"1215","hired","hire","VBN"
"1216","hit","hit","VBD"
"1217","hit","hit","VBN"
"1218","hobbled","hobble","VBN"
"1219","honed","hone","VBN"
"1220","hooked","hook","VBD"
"1221","hooked","hook","VBN"
"1222","hoped","hope","VBD"
"1223","hoped","hope","VBN"
"1224","hospitalized","hospitalize","VBN"
"1225","housed","house","VBN"
"1226","hovered","hover","VBD"
"1227","hovered","hover","VBN"
"1228","huddled","huddle","VBD"
"1229","hung","hang","VBD"
"1230","hung","hang","VBN"
"1231","hurried","hurry","VBN"
"1232","hurt","hurt","VBD"
"1233","hurt","hurt","VBN"
"1234","hypnotized","hypnotize","VBN"
"1235","identified","identify","VBD"
"1236","identified","identify","VBN"
"1237","idled","idle","VBD"
"1238","idled","idle","VBN"
"1239","ignored","ignore","VBD"
"1240","ignored","ignore","VBN"
"1241","illustrated","illustrate","VBD"
"1242","illustrated","illustrate","VBN"
"1243","imagined","imagine","VBD"
"1244","imagined","imagine","VBN"
"1245","imitated","imitate","VBN"
"1246","impaired","impair","VBN"
"1247","impeached","impeach","VBN"
"1248","impeded","impede","VBN"
"1249","implanted","implant","VBD"
"1250","implanted","implant","VBN"
"1251","implemented","implement","VBD"
"1252","implemented","implement","VBN"
"1253","implicated","implicate","VBN"
"1254","implied","imply","VBD"
"1255","implied","imply","VBN"
"1256","imported","import","VBD"
"1257","imported","import","VBN"
"1258","imposed","impose","VBD"
"1259","imposed","impose","VBN"
"1260","impoverished","impoverish","VBN"
"1261","impressed","impress","VBD"
"1262","impressed","impress","VBN"
"1263","imprisoned","imprison","VBN"
"1264","improved","improve","VBD"
"1265","improved","improve","VBN"
"1266","inched","inch","VBD"
"1267","inched","inch","VBN"
"1268","inclined","incline","VBN"
"1269","included","include","VBD"
"1270","included","include","VBN"
"1271","incorporated","incorporate","VBN"
"1272","increased","increase","VBD"
"1273","increased","increase","VBN"
"1274","incurred","incur","VBD"
"1275","incurred","incur","VBN"
"1276","indicated","indicate","VBD"
"1277","indicated","indicate","VBN"
"1278","indicted","indict","VBD"
"1279","indicted","indict","VBN"
"1280","industrialized","industrialize","VBN"
"1281","infected","infect","VBD"
"1282","infected","infect","VBN"
"1283","inflated","inflate","VBD"
"1284","inflated","inflate","VBN"
"1285","inflicted","inflict","VBD"
"1286","inflicted","inflict","VBN"
"1287","influenced","influence","VBD"
"1288","influenced","influence","VBN"
"1289","informed","inform","VBD"
"1290","informed","inform","VBN"
"1291","infringed","infringe","VBD"
"1292","infringed","infringe","VBN"
"1293","inherited","inherit","VBD"
"1294","inherited","inherit","VBN"
"1295","initiated","initiate","VBD"
"1296","initiated","initiate","VBN"
"1297","injected","inject","VBD"
"1298","injected","inject","VBN"
"1299","injured","injure","VBD"
"1300","injured","injure","VBN"
"1301","inquired","inquire","VBD"
"1302","inserted","insert","VBD"
"1303","inserted","insert","VBN"
"1304","insisted","insist","VBD"
"1305","insisted","insist","VBN"
"1306","inspected","inspect","VBD"
"1307","inspected","inspect","VBN"
"1308","inspired","inspire","VBD"
"1309","inspired","inspire","VBN"
"1310","installed","install","VBD"
"1311","installed","install","VBN"
"1312","instituted","institute","VBD"
"1313","instituted","institute","VBN"
"1314","instructed","instruct","VBD"
"1315","instructed","instruct","VBN"
"1316","insulated","insulate","VBN"
"1317","insured","insure","VBD"
"1318","insured","insure","VBN"
"1319","integrated","integrate","VBN"
"1320","intended","intend","VBD"
"1321","intended","intend","VBN"
"1322","intensified","intensify","VBD"
"1323","intensified","intensify","VBN"
"1324","interested","interest","VBN"
"1325","interpreted","interpret","VBD"
"1326","interpreted","interpret","VBN"
"1327","interrupted","interrupt","VBN"
"1328","interspersed","intersperse","VBN"
"1329","intervened","intervene","VBD"
"1330","intervened","intervene","VBN"
"1331","interviewed","interview","VBD"
"1332","interviewed","interview","VBN"
"1333","introduced","introduce","VBD"
"1334","introduced","introduce","VBN"
"1335","inundated","inundate","VBN"
"1336","invaded","invade","VBD"
"1337","invented","invent","VBD"
"1338","invented","invent","VBN"
"1339","invested","invest","VBD"
"1340","invested","invest","VBN"
"1341","investigated","investigate","VBD"
"1342","investigated","investigate","VBN"
"1343","invited","invite","VBD"
"1344","invited","invite","VBN"
"1345","involved","involve","VBD"
"1346","involved","involve","VBN"
"1347","irked","irk","VBD"
"1348","irked","irk","VBN"
"1349","irradiated","irradiate","VBN"
"1350","isolated","isolate","VBD"
"1351","isolated","isolate","VBN"
"1352","issued","issue","VBD"
"1353","issued","issue","VBN"
"1354","jacked","jack","VBD"
"1355","jacked","jack","VBN"
"1356","jailed","jail","VBD"
"1357","jailed","jail","VBN"
"1358","jammed","jam","VBD"
"1359","jammed","jam","VBN"
"1360","joined","join","VBD"
"1361","joined","join","VBN"
"1362","jolted","jolt","VBD"
"1363","jolted","jolt","VBN"
"1364","judged","judge","VBN"
"1365","jumped","jump","VBD"
"1366","jumped","jump","VBN"
"1367","justified","justify","VBN"
"1368","kept","keep","VBD"
"1369","kept","keep","VBN"
"1370","keyed","key","VBN"
"1371","kicked","kick","VBD"
"1372","kicked","kick","VBN"
"1373","kidnapped","kidnap","VBD"
"1374","kidnapped","kidnap","VBN"
"1375","killed","kill","VBD"
"1376","killed","kill","VBN"
"1377","knew","know","VBD"
"1378","knocked","knock","VBD"
"1379","knocked","knock","VBN"
"1380","known","know","VBN"
"1381","labeled","label","VBD"
"1382","labeled","label","VBN"
"1383","laced","lace","VBN"
"1384","lacked","lack","VBD"
"1385","lacked","lack","VBN"
"1386","lagged","lag","VBD"
"1387","lagged","lag","VBN"
"1388","laid","lay","VBD"
"1389","laid","lay","VBN"
"1390","lamented","lament","VBD"
"1391","landed","land","VBD"
"1392","landed","land","VBN"
"1393","languished","languish","VBD"
"1394","languished","languish","VBN"
"1395","lapsed","lapse","VBN"
"1396","lasted","last","VBD"
"1397","lasted","last","VBN"
"1398","lauded","laud","VBD"
"1399","lauded","laud","VBN"
"1400","laughed","laugh","VBD"
"1401","laughed","laugh","VBN"
"1402","launched","launch","VBD"
"1403","launched","launch","VBN"
"1404","laundered","launder","VBD"
"1405","laundered","launder","VBN"
"1406","lay","lay","VBD"
"1407","leaked","leak","VBD"
"1408","leaked","leak","VBN"
"1409","leaned","lean","VBD"
"1410","leaned","lean","VBN"
"1411","leaped","leap","VBD"
"1412","leaped","leap","VBN"
"1413","learned","learn","VBD"
"1414","learned","learn","VBN"
"1415","leased","lease","VBD"
"1416","leased","lease","VBN"
"1417","led","lead","VBD"
"1418","led","lead","VBN"
"1419","left","leave","VBD"
"1420","left","leave","VBN"
"1421","lengthened","lengthen","VBD"
"1422","lengthened","lengthen","VBN"
"1423","lent","lend","VBD"
"1424","lent","lend","VBN"
"1425","let","let","VBD"
"1426","let","let","VBN"
"1427","leveled","level","VBD"
"1428","leveled","level","VBN"
"1429","leveraged","leverage","VBN"
"1430","levied","levy","VBD"
"1431","liberalized","liberalize","VBD"
"1432","liberalized","liberalize","VBN"
"1433","liberated","liberate","VBD"
"1434","licensed","license","VBD"
"1435","licensed","license","VBN"
"1436","lied","lie","VBD"
"1437","lifted","lift","VBD"
"1438","lifted","lift","VBN"
"1439","lighted","light","VBN"
"1440","liked","like","VBD"
"1441","liked","like","VBN"
"1442","likened","liken","VBD"
"1443","likened","liken","VBN"
"1444","limited","limit","VBD"
"1445","limited","limit","VBN"
"1446","lined","line","VBD"
"1447","lined","line","VBN"
"1448","linked","link","VBD"
"1449","linked","link","VBN"
"1450","liquefied","liquefy","VBN"
"1451","liquidated","liquidate","VBN"
"1452","listed","list","VBD"
"1453","listed","list","VBN"
"1454","listened","listen","VBD"
"1455","lived","live","VBD"
"1456","lived","live","VBN"
"1457","loaded","load","VBD"
"1458","loaded","load","VBN"
"1459","loaned","loan","VBD"
"1460","loaned","loan","VBN"
"1461","loathed","loathe","VBD"
"1462","loathed","loathe","VBN"
"1463","lobbied","lobby","VBD"
"1464","lobbied","lobby","VBN"
"1465","localized","localize","VBN"
"1466","located","locate","VBN"
"1467","locked","lock","VBD"
"1468","locked","lock","VBN"
"1469","logged","log","VBD"
"1470","logged","log","VBN"
"1471","looked","look","VBD"
"1472","looked","look","VBN"
"1473","lost","lose","VBD"
"1474","lost","lose","VBN"
"1475","loved","love","VBD"
"1476","loved","love","VBN"
"1477","lowered","lower","VBD"
"1478","lowered","lower","VBN"
"1479","lurched","lurch","VBD"
"1480","lured","lure","VBD"
"1481","lured","lure","VBN"
"1482","made","make","VBD"
"1483","made","make","VBN"
"1484","magnified","magnify","VBD"
"1485","magnified","magnify","VBN"
"1486","mailed","mail","VBD"
"1487","mailed","mail","VBN"
"1488","maintained","maintain","VBD"
"1489","maintained","maintain","VBN"
"1490","managed","manage","VBD"
"1491","managed","manage","VBN"
"1492","mandated","mandate","VBD"
"1493","mandated","mandate","VBN"
"1494","maneuvered","maneuver","VBD"
"1495","maneuvered","maneuver","VBN"
"1496","manipulated","manipulate","VBN"
"1497","manufactured","manufacture","VBD"
"1498","manufactured","manufacture","VBN"
"1499","marched","march","VBD"
"1500","marched","march","VBN"
"1501","marked","mark","VBD"
"1502","marked","mark","VBN"
"1503","marketed","market","VBD"
"1504","marketed","market","VBN"
"1505","married","marry","VBD"
"1506","married","marry","VBN"
"1507","masked","mask","VBD"
"1508","masked","mask","VBN"
"1509","mastered","master","VBN"
"1510","matched","match","VBD"
"1511","matched","match","VBN"
"1512","materialized","materialize","VBD"
"1513","materialized","materialize","VBN"
"1514","meant","mean","VBD"
"1515","meant","mean","VBN"
"1516","measured","measure","VBD"
"1517","measured","measure","VBN"
"1518","mentioned","mention","VBD"
"1519","mentioned","mention","VBN"
"1520","merged","merge","VBD"
"1521","merged","merge","VBN"
"1522","met","meet","VBD"
"1523","met","meet","VBN"
"1524","midsized","midsize","VBN"
"1525","mired","mire","VBN"
"1526","miscalculated","miscalculate","VBD"
"1527","miscalculated","miscalculate","VBN"
"1528","misguided","misguide","VBN"
"1529","mishandled","mishandle","VBD"
"1530","misinterpreted","misinterpret","VBN"
"1531","misled","mislead","VBD"
"1532","misled","mislead","VBN"
"1533","misrepresented","misrepresent","VBD"
"1534","missed","miss","VBD"
"1535","missed","miss","VBN"
"1536","misstated","misstate","VBD"
"1537","misstated","misstate","VBN"
"1538","mistaken","mistake","VBN"
"1539","mixed","mix","VBD"
"1540","mixed","mix","VBN"
"1541","mobilized","mobilize","VBD"
"1542","mobilized","mobilize","VBN"
"1543","modeled","model","VBD"
"1544","modeled","model","VBN"
"1545","modernized","modernize","VBD"
"1546","modernized","modernize","VBN"
"1547","modified","modify","VBN"
"1548","monitored","monitor","VBD"
"1549","monitored","monitor","VBN"
"1550","motivated","motivate","VBN"
"1551","motorized","motorize","VBN"
"1552","mounted","mount","VBD"
"1553","mounted","mount","VBN"
"1554","moved","move","VBD"
"1555","moved","move","VBN"
"1556","muddied","muddy","VBN"
"1557","murdered","murder","VBN"
"1558","mushroomed","mushroom","VBD"
"1559","mushroomed","mushroom","VBN"
"1560","muted","mute","VBN"
"1561","named","name","VBD"
"1562","named","name","VBN"
"1563","narrowed","narrow","VBD"
"1564","narrowed","narrow","VBN"
"1565","nationalized","nationalize","VBD"
"1566","nationalized","nationalize","VBN"
"1567","necessitated","necessitate","VBD"
"1568","necessitated","necessitate","VBN"
"1569","needed","need","VBD"
"1570","needed","need","VBN"
"1571","neglected","neglect","VBD"
"1572","neglected","neglect","VBN"
"1573","negotiated","negotiate","VBD"
"1574","negotiated","negotiate","VBN"
"1575","nicknamed","nickname","VBN"
"1576","nominated","nominate","VBD"
"1577","nominated","nominate","VBN"
"1578","noted","note","VBD"
"1579","noted","note","VBN"
"1580","noticed","notice","VBD"
"1581","noticed","notice","VBN"
"1582","notified","notify","VBD"
"1583","notified","notify","VBN"
"1584","numbered","number","VBD"
"1585","numbered","number","VBN"
"1586","nursed","nurse","VBD"
"1587","objected","object","VBD"
"1588","obligated","obligate","VBD"
"1589","obligated","obligate","VBN"
"1590","obliged","oblige","VBN"
"1591","observed","observe","VBD"
"1592","observed","observe","VBN"
"1593","obstructed","obstruct","VBN"
"1594","obtained","obtain","VBD"
"1595","obtained","obtain","VBN"
"1596","occupied","occupy","VBD"
"1597","occupied","occupy","VBN"
"1598","occurred","occur","VBD"
"1599","occurred","occur","VBN"
"1600","offered","offer","VBD"
"1601","offered","offer","VBN"
"1602","offset","offset","VBD"
"1603","offset","offset","VBN"
"1604","omitted","omit","VBD"
"1605","omitted","omit","VBN"
"1606","opened","open","VBD"
"1607","opened","open","VBN"
"1608","operated","operate","VBD"
"1609","operated","operate","VBN"
"1610","opposed","oppose","VBD"
"1611","opposed","oppose","VBN"
"1612","opted","opt","VBD"
"1613","opted","opt","VBN"
"1614","ordered","order","VBD"
"1615","ordered","order","VBN"
"1616","organized","organize","VBD"
"1617","organized","organize","VBN"
"1618","oriented","orient","VBN"
"1619","originated","originate","VBN"
"1620","ousted","oust","VBD"
"1621","ousted","oust","VBN"
"1622","outdated","outdate","VBN"
"1623","outlawed","outlaw","VBD"
"1624","outlawed","outlaw","VBN"
"1625","outlined","outline","VBD"
"1626","outlined","outline","VBN"
"1627","outnumbered","outnumber","VBD"
"1628","outpaced","outpace","VBD"
"1629","outpaced","outpace","VBN"
"1630","outperformed","outperform","VBD"
"1631","outperformed","outperform","VBN"
"1632","outraged","outrage","VBN"
"1633","outstripped","outstrip","VBD"
"1634","outstripped","outstrip","VBN"
"1635","outweighed","outweigh","VBD"
"1636","outweighed","outweigh","VBN"
"1637","overbid","overbid","VBD"
"1638","overcome","overcome","VBN"
"1639","overhauled","overhaul","VBN"
"1640","overlooked","overlook","VBD"
"1641","overlooked","overlook","VBN"
"1642","overpaid","overpay","VBD"
"1643","overpaid","overpay","VBN"
"1644","overpriced","overprice","VBN"
"1645","oversaw","oversee","VBD"
"1646","overshadowed","overshadow","VBD"
"1647","overshadowed","overshadow","VBN"
"1648","oversold","oversell","VBN"
"1649","overstated","overstate","VBD"
"1650","overstated","overstate","VBN"
"1651","oversubscribed","oversubscribe","VBN"
"1652","overturned","overturn","VBD"
"1653","overturned","overturn","VBN"
"1654","overvalued","overvalue","VBD"
"1655","overvalued","overvalue","VBN"
"1656","overwhelmed","overwhelm","VBD"
"1657","overwhelmed","overwhelm","VBN"
"1658","owed","owe","VBD"
"1659","owed","owe","VBN"
"1660","own","own","VBN"
"1661","owned","own","VBD"
"1662","owned","own","VBN"
"1663","packaged","package","VBN"
"1664","packed","pack","VBD"
"1665","packed","pack","VBN"
"1666","paid","pay","VBD"
"1667","paid","pay","VBN"
"1668","painted","paint","VBD"
"1669","painted","paint","VBN"
"1670","paired","pair","VBN"
"1671","paled","pale","VBD"
"1672","panicked","panic","VBD"
"1673","panned","pan","VBD"
"1674","panned","pan","VBN"
"1675","paralyzed","paralyze","VBN"
"1676","pared","pare","VBN"
"1677","parked","park","VBD"
"1678","parked","park","VBN"
"1679","participated","participate","VBD"
"1680","participated","participate","VBN"
"1681","passed","pass","VBD"
"1682","passed","pass","VBN"
"1683","patched","patch","VBN"
"1684","patented","patent","VBD"
"1685","patented","patent","VBN"
"1686","patterned","pattern","VBN"
"1687","paved","pave","VBD"
"1688","paved","pave","VBN"
"1689","peaked","peak","VBD"
"1690","peaked","peak","VBN"
"1691","peeled","peel","VBN"
"1692","pegged","peg","VBD"
"1693","pegged","peg","VBN"
"1694","penalized","penalize","VBN"
"1695","penetrated","penetrate","VBN"
"1696","perceived","perceive","VBD"
"1697","perceived","perceive","VBN"
"1698","perched","perch","VBN"
"1699","performed","perform","VBD"
"1700","performed","perform","VBN"
"1701","perked","perk","VBD"
"1702","perked","perk","VBN"
"1703","permitted","permit","VBD"
"1704","permitted","permit","VBN"
"1705","persisted","persist","VBD"
"1706","personalized","personalize","VBN"
"1707","persuaded","persuade","VBD"
"1708","persuaded","persuade","VBN"
"1709","phased","phase","VBD"
"1710","phased","phase","VBN"
"1711","phoned","phone","VBD"
"1712","phoned","phone","VBN"
"1713","picked","pick","VBD"
"1714","picked","pick","VBN"
"1715","piled","pile","VBD"
"1716","piled","pile","VBN"
"1717","pinpointed","pinpoint","VBN"
"1718","pioneered","pioneer","VBD"
"1719","piped","pipe","VBD"
"1720","piped","pipe","VBN"
"1721","pitched","pitch","VBD"
"1722","pitched","pitch","VBN"
"1723","pitted","pit","VBD"
"1724","pitted","pit","VBN"
"1725","placed","place","VBD"
"1726","placed","place","VBN"
"1727","plagued","plague","VBD"
"1728","plagued","plague","VBN"
"1729","planned","plan","VBD"
"1730","planned","plan","VBN"
"1731","planted","plant","VBD"
"1732","planted","plant","VBN"
"1733","played","play","VBD"
"1734","played","play","VBN"
"1735","pleaded","plead","VBD"
"1736","pleaded","plead","VBN"
"1737","pleased","please","VBD"
"1738","pleased","please","VBN"
"1739","pledged","pledge","VBD"
"1740","pledged","pledge","VBN"
"1741","plowed","plow","VBD"
"1742","plowed","plow","VBN"
"1743","plummeted","plummet","VBD"
"1744","plummeted","plummet","VBN"
"1745","plunged","plunge","VBD"
"1746","plunged","plunge","VBN"
"1747","pointed","point","VBD"
"1748","pointed","point","VBN"
"1749","poised","poise","VBN"
"1750","polished","polish","VBD"
"1751","polished","polish","VBN"
"1752","polled","poll","VBD"
"1753","polled","poll","VBN"
"1754","pollinated","pollinate","VBN"
"1755","pooled","pool","VBN"
"1756","populated","populate","VBN"
"1757","portrayed","portray","VBD"
"1758","portrayed","portray","VBN"
"1759","posed","pose","VBD"
"1760","posed","pose","VBN"
"1761","positioned","position","VBD"
"1762","positioned","position","VBN"
"1763","posted","post","VBD"
"1764","posted","post","VBN"
"1765","postmarked","postmark","VBN"
"1766","postponed","postpone","VBD"
"1767","postponed","postpone","VBN"
"1768","poured","pour","VBD"
"1769","poured","pour","VBN"
"1770","powered","power","VBN"
"1771","practiced","practice","VBD"
"1772","practiced","practice","VBN"
"1773","praised","praise","VBD"
"1774","praised","praise","VBN"
"1775","pre-registered","pre-register","VBN"
"1776","preceded","precede","VBN"
"1777","precipitated","precipitate","VBD"
"1778","precluded","preclude","VBN"
"1779","predetermined","predetermine","VBN"
"1780","predicted","predict","VBD"
"1781","predicted","predict","VBN"
"1782","preferred","prefer","VBD"
"1783","preferred","prefer","VBN"
"1784","prejudiced","prejudice","VBN"
"1785","preoccupied","preoccupy","VBN"
"1786","prepaid","prepay","VBN"
"1787","prepared","prepare","VBD"
"1788","prepared","prepare","VBN"
"1789","prescribed","prescribe","VBN"
