,WORD,LEMMA,XPOS,0
914,erased,erase,VBN,5
915,eroded,erode,VBD,2
916,eroded,erode,VBN,5
917,erred,err,VBD,1
918,erred,err,VBN,1
919,erupted,erupt,VBD,5
920,erupted,erupt,VBN,1
921,escaped,escape,VBD,9
922,escaped,escape,VBN,5
923,eschewed,eschew,VBN,2
924,established,establish,VBD,14
925,established,establish,VBN,52
926,estimated,estimate,VBD,67
927,estimated,estimate,VBN,139
928,evacuated,evacuate,VBN,4
929,evaluated,evaluate,VBD,1
930,evaluated,evaluate,VBN,3
931,evaporated,evaporate,VBD,2
932,evaporated,evaporate,VBN,1
933,evidenced,evidence,VBN,4
934,evolved,evolve,VBD,3
935,evolved,evolve,VBN,3
936,exacerbated,exacerbate,VBD,2
937,exacerbated,exacerbate,VBN,3
938,exaggerated,exaggerate,VBN,1
939,examined,examine,VBD,4
940,examined,examine,VBN,3
941,exceeded,exceed,VBD,23
942,exceeded,exceed,VBN,8
943,exchanged,exchange,VBD,4
944,exchanged,exchange,VBN,5
945,excited,excite,VBN,3
946,excluded,exclude,VBD,1
947,excluded,exclude,VBN,5
948,executed,execute,VBD,4
949,executed,execute,VBN,17
950,exempted,exempt,VBN,2
951,exercised,exercise,VBD,1
952,exercised,exercise,VBN,12
953,exhausted,exhaust,VBD,1
954,exhausted,exhaust,VBN,7
955,exiled,exile,VBD,1
956,exiled,exile,VBN,1
957,existed,exist,VBD,7
958,existed,exist,VBN,3
959,exonerated,exonerate,VBD,2
960,exonerated,exonerate,VBN,1
961,expanded,expand,VBD,11
962,expanded,expand,VBN,30
963,expected,expect,VBD,56
964,expected,expect,VBN,568
965,expedited,expedite,VBN,2
966,expelled,expel,VBD,1
967,expelled,expel,VBN,5
968,experienced,experience,VBD,10
969,experienced,experience,VBN,13
970,experimented,experiment,VBD,1
971,experimented,experiment,VBN,2
972,expired,expire,VBD,15
973,expired,expire,VBN,4
974,explained,explain,VBD,19
975,explained,explain,VBN,4
976,exploded,explode,VBD,10
977,exploded,explode,VBN,1
978,exported,export,VBD,4
979,exported,export,VBN,5
980,exposed,expose,VBD,2
981,exposed,expose,VBN,16
982,expressed,express,VBD,33
983,expressed,express,VBN,20
984,extended,extend,VBD,20
985,extended,extend,VBN,25
986,extracted,extract,VBD,1
987,extracted,extract,VBN,2
988,extradited,extradite,VBN,2
989,fabricated,fabricate,VBN,2
990,faced,face,VBD,14
991,faced,face,VBN,27
992,faded,fade,VBD,3
993,faded,fade,VBN,5
994,failed,fail,VBD,96
995,failed,fail,VBN,54
996,faked,fake,VBD,1
997,faked,fake,VBN,1
998,fallen,fall,VBN,53
999,faltered,falter,VBD,5
1000,faltered,falter,VBN,1
1001,famed,fame,VBN,1
1002,fared,fare,VBD,10
1003,fared,fare,VBN,2
1004,fashioned,fashion,VBN,3
1005,fattened,fatten,VBD,1
1006,fattened,fatten,VBN,2
1007,favored,favor,VBD,7
1008,favored,favor,VBN,7
1009,feared,fear,VBD,13
1010,feared,fear,VBN,11
1011,featured,feature,VBD,6
1012,featured,feature,VBN,7
1013,fed,feed,VBD,2
1014,fed,feed,VBN,10
1015,fell,fall,VBD,534
1016,fell,fall,VBN,1
1017,felt,feel,VBD,53
1018,felt,feel,VBN,10
1019,fertilized,fertilize,VBN,4
1020,fielded,field,VBD,3
1021,fielded,field,VBN,1
1022,figured,figure,VBD,12
1023,figured,figure,VBN,4
1024,filed,file,VBD,94
1025,filed,file,VBN,138
1026,filled,fill,VBD,4
1027,filled,fill,VBN,37
1028,filmed,film,VBD,1
1029,filmed,film,VBN,3
1030,finalized,finalize,VBD,1
1031,finalized,finalize,VBN,2
1032,financed,finance,VBD,1
1033,financed,finance,VBN,24
1034,fined,fine,VBD,3
1035,fined,fine,VBN,27
1036,finished,finish,VBD,47
1037,finished,finish,VBN,8
1038,fired,fire,VBD,13
1039,fired,fire,VBN,16
1040,firmed,firm,VBD,12
1041,firmed,firm,VBN,1
1042,fit,fit,VBN,1
1043,fixed,fix,VBD,1
1044,fixed,fix,VBN,56
1045,fizzled,fizzle,VBD,1
1046,fizzled,fizzle,VBN,2
1047,flashed,flash,VBD,2
1048,flashed,flash,VBN,1
1049,flattened,flatten,VBD,2
1050,flattened,flatten,VBN,3
1051,flawed,flaw,VBN,4
1052,fled,flee,VBD,15
1053,fled,flee,VBN,4
1054,flew,fly,VBD,12
1055,floated,float,VBD,2
1056,floated,float,VBN,1
1057,flocked,flock,VBD,4
1058,flocked,flock,VBN,2
1059,flooded,flood,VBD,3
1060,flooded,flood,VBN,5
1061,flopped,flop,VBD,4
1062,flopped,flop,VBN,1
1063,flowed,flow,VBD,3
1064,flown,fly,VBN,4
1065,fluctuated,fluctuate,VBD,1
1066,fluctuated,fluctuate,VBN,1
1067,focused,focus,VBD,11
1068,focused,focus,VBN,16
1069,foiled,foil,VBD,1
1070,foiled,foil,VBN,1
1071,folded,fold,VBD,2
1072,folded,fold,VBN,2
1073,followed,follow,VBD,53
1074,followed,follow,VBN,57
1075,forbade,forbid,VBD,2
1076,forced,force,VBD,24
1077,forced,force,VBN,82
1078,forecast,forecast,VBD,7
1079,forecast,forecast,VBN,15
1080,foreclosed,foreclose,VBD,1
1081,foreclosed,foreclose,VBN,4
1082,foreseen,foresee,VBN,3
1083,forgiven,forgive,VBN,4
1084,forgot,forget,VBD,1
1085,forgot,forget,VBN,1
1086,forgotten,forget,VBN,11
1087,forked,fork,VBD,1
1088,forked,fork,VBN,1
1089,formed,form,VBD,18
1090,formed,form,VBN,33
1091,fostered,foster,VBD,2
1092,fostered,foster,VBN,1
1093,fought,fight,VBD,11
1094,fought,fight,VBN,6
1095,found,find,VBD,144
1096,found,find,VBN,77
1097,founded,found,VBD,15
1098,founded,found,VBN,13
1099,fractured,fracture,VBD,1
1100,fractured,fracture,VBN,1
1101,fragmented,fragment,VBN,1
1102,framed,frame,VBN,4
1103,franchised,franchise,VBN,2
1104,freed,free,VBD,2
1105,freed,free,VBN,5
1106,frightened,frighten,VBD,2
1107,frightened,frighten,VBN,2
1108,frozen,freeze,VBN,11
1109,frustrated,frustrate,VBD,1
1110,frustrated,frustrate,VBN,6
1111,fueled,fuel,VBD,9
1112,fueled,fuel,VBN,15
1113,fulfilled,fulfil,VBD,1
1114,fulfilled,fulfil,VBN,1
1115,funded,fund,VBD,1
1116,funded,fund,VBN,18
1117,funneled,funnel,VBD,2
1118,funneled,funnel,VBN,3
1119,furnished,furnish,VBN,2
1120,gained,gain,VBD,135
1121,gained,gain,VBN,24
1122,galvanized,galvanize,VBD,3
1123,gathered,gather,VBD,7
1124,gathered,gather,VBN,6
1125,gave,give,VBD,107
1126,geared,gear,VBN,6
1127,generated,generate,VBD,11
1128,generated,generate,VBN,10
1129,given,give,VBN,159
1130,glued,glue,VBN,3
1131,glutted,glut,VBN,1
1132,gone,go,VBN,63
1133,got,get,VBD,183
1134,got,get,VBN,34
1135,gotten,get,VBN,27
1136,governed,govern,VBD,1
1137,governed,govern,VBN,4
1138,grabbed,grab,VBD,5
1139,grabbed,grab,VBN,3
1140,graduated,graduate,VBD,2
1141,graduated,graduate,VBN,1
1142,granted,grant,VBD,4
1143,granted,grant,VBN,14
1144,greeted,greet,VBD,1
1145,greeted,greet,VBN,5
1146,grew,grow,VBD,82
1147,grew,grow,VBN,1
1148,gridlocked,gridlock,VBN,1
1149,gripped,grip,VBD,2
1150,ground,grind,VBD,2
1151,ground,grind,VBN,1
1152,grounded,ground,VBN,2
1153,grown,grow,VBN,46
1154,guaranteed,guarantee,VBD,2
1155,guaranteed,guarantee,VBN,29
1156,guarded,guard,VBD,1
1157,guarded,guard,VBN,3
1158,guessed,guess,VBD,4
1159,guided,guide,VBD,1
1160,guided,guide,VBN,4
1161,gunned,gun,VBN,3
1162,had,have,VBD,2114
1163,had,have,VBN,95
1164,hailed,hail,VBD,8
1165,hailed,hail,VBN,4
1166,halted,halt,VBD,13
1167,halted,halt,VBN,19
1168,halved,halve,VBD,1
1169,halved,halve,VBN,2
1170,hammered,hammer,VBN,10
1171,hampered,hamper,VBD,1
1172,hampered,hamper,VBN,14
1173,hamstrung,hamstring,VBN,1
1174,handed,hand,VBD,6
1175,handed,hand,VBN,8
1176,handicapped,handicap,VBN,1
1177,handled,handle,VBD,11
1178,handled,handle,VBN,20
1179,happened,happen,VBD,38
1180,happened,happen,VBN,18
1181,hardened,harden,VBN,1
1182,harmed,harm,VBD,1
1183,harmed,harm,VBN,4
1184,harried,harry,VBN,2
1185,harvested,harvest,VBN,5
1186,has,have,VBN,1
1187,hatched,hatch,VBN,2
1188,hated,hate,VBN,2
1189,haunted,haunt,VBN,4
1190,have,have,VBD,1
1191,have,have,VBN,1
1192,headed,head,VBD,17
1193,headed,head,VBN,54
1194,heard,hear,VBD,16
1195,heard,hear,VBN,25
1196,heated,heat,VBN,2
1197,heaved,heave,VBD,1
1198,heaved,heave,VBN,2
1199,heightened,heighten,VBD,1
1200,heightened,heighten,VBN,8
1201,held,hold,VBD,82
1202,held,hold,VBN,191
1203,helped,help,VBD,110
1204,helped,help,VBN,55
1205,heralded,herald,VBN,3
1206,hidden,hide,VBN,9
1207,highlighted,highlight,VBD,3
1208,highlighted,highlight,VBN,2
1209,hindered,hinder,VBD,2
1210,hindered,hinder,VBN,2
1211,hinted,hint,VBD,9
1212,hinted,hint,VBN,1
1213,hired,hire,VBD,20
1214,hired,hire,VBN,24
1215,hit,hit,VBD,61
1216,hit,hit,VBN,54
1217,hobbled,hobble,VBN,3
1218,honed,hone,VBN,3
1219,hooked,hook,VBD,1
1220,hooked,hook,VBN,1
1221,hoped,hope,VBD,12
1222,hoped,hope,VBN,23
1223,hospitalized,hospitalize,VBN,4
1224,housed,house,VBN,2
1225,hovered,hover,VBD,3
1226,hovered,hover,VBN,1
1227,huddled,huddle,VBD,3
1228,hung,hang,VBD,4
1229,hung,hang,VBN,2
1230,hurried,hurry,VBN,1
1231,hurt,hurt,VBD,9
1232,hurt,hurt,VBN,79
1233,hypnotized,hypnotize,VBN,2
1234,identified,identify,VBD,8
1235,identified,identify,VBN,31
1236,idled,idle,VBD,2
1237,idled,idle,VBN,2
1238,ignored,ignore,VBD,6
1239,ignored,ignore,VBN,15
1240,illustrated,illustrate,VBD,2
1241,illustrated,illustrate,VBN,3
1242,imagined,imagine,VBD,2
1243,imagined,imagine,VBN,1
1244,imitated,imitate,VBN,2
1245,impaired,impair,VBN,4
1246,impeached,impeach,VBN,3
1247,impeded,impede,VBN,3
1248,implanted,implant,VBD,1
1249,implanted,implant,VBN,1
1250,implemented,implement,VBD,2
1251,implemented,implement,VBN,11
1252,implicated,implicate,VBN,5
1253,implied,imply,VBD,2
1254,implied,imply,VBN,4
1255,imported,import,VBD,3
1256,imported,import,VBN,26
1257,imposed,impose,VBD,10
1258,imposed,impose,VBN,20
1259,impoverished,impoverish,VBN,1
1260,impressed,impress,VBD,1
1261,impressed,impress,VBN,5
1262,imprisoned,imprison,VBN,3
1263,improved,improve,VBD,22
1264,improved,improve,VBN,49
1265,inched,inch,VBD,11
1266,inched,inch,VBN,1
1267,inclined,incline,VBN,8
1268,included,include,VBD,138
1269,included,include,VBN,49
1270,incorporated,incorporate,VBN,7
1271,increased,increase,VBD,145
1272,increased,increase,VBN,151
1273,incurred,incur,VBD,5
1274,incurred,incur,VBN,18
1275,indicated,indicate,VBD,60
1276,indicated,indicate,VBN,28
1277,indicted,indict,VBD,6
1278,indicted,indict,VBN,12
1279,industrialized,industrialize,VBN,7
1280,infected,infect,VBD,1
1281,infected,infect,VBN,6
1282,inflated,inflate,VBD,2
1283,inflated,inflate,VBN,5
1284,inflicted,inflict,VBD,1
1285,inflicted,inflict,VBN,1
1286,influenced,influence,VBD,4
1287,influenced,influence,VBN,8
1288,informed,inform,VBD,5
1289,informed,inform,VBN,16
1290,infringed,infringe,VBD,3
1291,infringed,infringe,VBN,4
1292,inherited,inherit,VBD,4
1293,inherited,inherit,VBN,5
1294,initiated,initiate,VBD,2
1295,initiated,initiate,VBN,8
1296,injected,inject,VBD,2
1297,injected,inject,VBN,2
1298,injured,injure,VBD,1
1299,injured,injure,VBN,18
1300,inquired,inquire,VBD,2
1301,inserted,insert,VBD,1
1302,inserted,insert,VBN,5
1303,insisted,insist,VBD,23
1304,insisted,insist,VBN,5
1305,inspected,inspect,VBD,1
1306,inspected,inspect,VBN,3
1307,inspired,inspire,VBD,5
1308,inspired,inspire,VBN,8
1309,installed,install,VBD,3
1310,installed,install,VBN,18
1311,instituted,institute,VBD,3
1312,instituted,institute,VBN,8
1313,instructed,instruct,VBD,3
1314,instructed,instruct,VBN,5
1315,insulated,insulate,VBN,3
1316,insured,insure,VBD,1
1317,insured,insure,VBN,31
1318,integrated,integrate,VBN,15
1319,intended,intend,VBD,17
1320,intended,intend,VBN,37
1321,intensified,intensify,VBD,2
1322,intensified,intensify,VBN,2
1323,interested,interest,VBN,19
1324,interpreted,interpret,VBD,5
1325,interpreted,interpret,VBN,10
1326,interrupted,interrupt,VBN,4
1327,interspersed,intersperse,VBN,2
1328,intervened,intervene,VBD,4
1329,intervened,intervene,VBN,3
1330,interviewed,interview,VBD,10
1331,interviewed,interview,VBN,12
1332,introduced,introduce,VBD,48
1333,introduced,introduce,VBN,63
1334,inundated,inundate,VBN,4
1335,invaded,invade,VBD,3
1336,invented,invent,VBD,7
1337,invented,invent,VBN,3
1338,invested,invest,VBD,13
1339,invested,invest,VBN,34
1340,investigated,investigate,VBD,3
1341,investigated,investigate,VBN,4
1342,invited,invite,VBD,4
1343,invited,invite,VBN,14
1344,involved,involve,VBD,19
1345,involved,involve,VBN,109
1346,irked,irk,VBD,1
1347,irked,irk,VBN,2
1348,irradiated,irradiate,VBN,1
1349,isolated,isolate,VBD,3
1350,isolated,isolate,VBN,8
1351,issued,issue,VBD,51
1352,issued,issue,VBN,92
1353,jacked,jack,VBD,1
1354,jacked,jack,VBN,1
1355,jailed,jail,VBD,1
1356,jailed,jail,VBN,6
1357,jammed,jam,VBD,3
1358,jammed,jam,VBN,2
1359,joined,join,VBD,43
1360,joined,join,VBN,14
1361,jolted,jolt,VBD,5
1362,jolted,jolt,VBN,4
1363,judged,judge,VBN,4
1364,jumped,jump,VBD,122
1365,jumped,jump,VBN,6
1366,justified,justify,VBN,7
1367,kept,keep,VBD,52
1368,kept,keep,VBN,26
1369,keyed,key,VBN,1
1370,kicked,kick,VBD,10
1371,kicked,kick,VBN,8
1372,kidnapped,kidnap,VBD,1
1373,kidnapped,kidnap,VBN,3
1374,killed,kill,VBD,15
1375,killed,kill,VBN,21
1376,knew,know,VBD,29
1377,knocked,knock,VBD,12
1378,knocked,knock,VBN,7
1379,known,know,VBN,163
1380,labeled,label,VBD,4
1381,labeled,label,VBN,9
1382,laced,lace,VBN,3
1383,lacked,lack,VBD,11
1384,lacked,lack,VBN,1
1385,lagged,lag,VBD,6
1386,lagged,lag,VBN,8
1387,laid,lay,VBD,4
1388,laid,lay,VBN,12
1389,lamented,lament,VBD,3
1390,landed,land,VBD,9
1391,landed,land,VBN,1
1392,languished,languish,VBD,1
1393,languished,languish,VBN,1
1394,lapsed,lapse,VBN,1
1395,lasted,last,VBD,7
1396,lasted,last,VBN,3
1397,lauded,laud,VBD,3
1398,lauded,laud,VBN,1
1399,laughed,laugh,VBD,3
1400,laughed,laugh,VBN,1
1401,launched,launch,VBD,30
1402,launched,launch,VBN,39
1403,laundered,launder,VBD,1
1404,laundered,launder,VBN,1
1405,lay,lay,VBD,7
1406,leaked,leak,VBD,2
1407,leaked,leak,VBN,2
1408,leaned,lean,VBD,1
1409,leaned,lean,VBN,1
1410,leaped,leap,VBD,7
1411,leaped,leap,VBN,1
1412,learned,learn,VBD,29
1413,learned,learn,VBN,17
1414,leased,lease,VBD,2
1415,leased,lease,VBN,9
1416,led,lead,VBD,76
1417,led,lead,VBN,116
1418,left,leave,VBD,83
1419,left,leave,VBN,84
1420,lengthened,lengthen,VBD,1
1421,lengthened,lengthen,VBN,3
1422,lent,lend,VBD,6
1423,lent,lend,VBN,4
1424,let,let,VBD,14
1425,let,let,VBN,3
1426,leveled,level,VBD,1
1427,leveled,level,VBN,1
1428,leveraged,leverage,VBN,15
1429,levied,levy,VBD,2
1430,liberalized,liberalize,VBD,2
1431,liberalized,liberalize,VBN,2
1432,liberated,liberate,VBD,1
1433,licensed,license,VBD,5
1434,licensed,license,VBN,5
1435,lied,lie,VBD,2
1436,lifted,lift,VBD,6
1437,lifted,lift,VBN,14
1438,lighted,light,VBN,2
1439,liked,like,VBD,5
1440,liked,like,VBN,1
1441,likened,liken,VBD,2
1442,likened,liken,VBN,1
1443,limited,limit,VBD,5
1444,limited,limit,VBN,52
1445,lined,line,VBD,3
1446,lined,line,VBN,6
1447,linked,link,VBD,6
1448,linked,link,VBN,28
1449,liquefied,liquefy,VBN,3
1450,liquidated,liquidate,VBN,10
1451,listed,list,VBD,8
1452,listed,list,VBN,56
1453,listened,listen,VBD,4
1454,lived,live,VBD,15
1455,lived,live,VBN,6
1456,loaded,load,VBD,3
1457,loaded,load,VBN,4
1458,loaned,loan,VBD,1
1459,loaned,loan,VBN,1
1460,loathed,loathe,VBD,1
1461,loathed,loathe,VBN,1
1462,lobbied,lobby,VBD,4
1463,lobbied,lobby,VBN,2
1464,localized,localize,VBN,1
1465,located,locate,VBN,23
1466,locked,lock,VBD,1
1467,locked,lock,VBN,14
1468,logged,log,VBD,2
1469,logged,log,VBN,2
1470,looked,look,VBD,30
1471,looked,look,VBN,9
1472,lost,lose,VBD,109
1473,lost,lose,VBN,89
1474,loved,love,VBD,9
1475,loved,love,VBN,2
1476,lowered,lower,VBD,33
1477,lowered,lower,VBN,14
1478,lurched,lurch,VBD,3
1479,lured,lure,VBD,2
1480,lured,lure,VBN,2
1481,made,make,VBD,257
1482,made,make,VBN,393
1483,magnified,magnify,VBD,1
1484,magnified,magnify,VBN,6
1485,mailed,mail,VBD,1
1486,mailed,mail,VBN,3
1487,maintained,maintain,VBD,9
1488,maintained,maintain,VBN,18
1489,managed,manage,VBD,30
1490,managed,manage,VBN,33
1491,mandated,mandate,VBD,2
1492,mandated,mandate,VBN,8
1493,maneuvered,maneuver,VBD,2
1494,maneuvered,maneuver,VBN,1
1495,manipulated,manipulate,VBN,2
1496,manufactured,manufacture,VBD,4
1497,manufactured,manufacture,VBN,10
1498,marched,march,VBD,5
1499,marched,march,VBN,2
1500,marked,mark,VBD,17
1501,marked,mark,VBN,6
1502,marketed,market,VBD,4
1503,marketed,market,VBN,10
1504,married,marry,VBD,1
1505,married,marry,VBN,6
1506,masked,mask,VBD,1
1507,masked,mask,VBN,2
1508,mastered,master,VBN,3
1509,matched,match,VBD,7
1510,matched,match,VBN,13
1511,materialized,materialize,VBD,5
1512,materialized,materialize,VBN,3
1513,meant,mean,VBD,16
1514,meant,mean,VBN,19
1515,measured,measure,VBD,3
1516,measured,measure,VBN,20
1517,mentioned,mention,VBD,5
1518,mentioned,mention,VBN,18
1519,merged,merge,VBD,10
1520,merged,merge,VBN,9
1521,met,meet,VBD,51
1522,met,meet,VBN,34
1523,midsized,midsize,VBN,1
1524,mired,mire,VBN,8
1525,miscalculated,miscalculate,VBD,3
1526,miscalculated,miscalculate,VBN,1
1527,misguided,misguide,VBN,1
1528,mishandled,mishandle,VBD,3
1529,misinterpreted,misinterpret,VBN,3
1530,misled,mislead,VBD,3
1531,misled,mislead,VBN,2
1532,misrepresented,misrepresent,VBD,3
1533,missed,miss,VBD,8
1534,missed,miss,VBN,7
1535,misstated,misstate,VBD,3
1536,misstated,misstate,VBN,6
1537,mistaken,mistake,VBN,1
1538,mixed,mix,VBD,1
1539,mixed,mix,VBN,24
1540,mobilized,mobilize,VBD,1
1541,mobilized,mobilize,VBN,3
1542,modeled,model,VBD,2
1543,modeled,model,VBN,1
1544,modernized,modernize,VBD,1
1545,modernized,modernize,VBN,1
1546,modified,modify,VBN,6
1547,monitored,monitor,VBD,6
1548,monitored,monitor,VBN,6
1549,motivated,motivate,VBN,5
1550,motorized,motorize,VBN,2
1551,mounted,mount,VBD,9
1552,mounted,mount,VBN,5
1553,moved,move,VBD,65
1554,moved,move,VBN,35
1555,muddied,muddy,VBN,3
1556,murdered,murder,VBN,8
1557,mushroomed,mushroom,VBD,3
1558,mushroomed,mushroom,VBN,3
1559,muted,mute,VBN,1
1560,named,name,VBD,28
1561,named,name,VBN,208
1562,narrowed,narrow,VBD,12
1563,narrowed,narrow,VBN,8
1564,nationalized,nationalize,VBD,1
1565,nationalized,nationalize,VBN,2
1566,necessitated,necessitate,VBD,1
1567,necessitated,necessitate,VBN,1
1568,needed,need,VBD,42
1569,needed,need,VBN,91
1570,neglected,neglect,VBD,1
1571,neglected,neglect,VBN,6
1572,negotiated,negotiate,VBD,10
1573,negotiated,negotiate,VBN,23
1574,nicknamed,nickname,VBN,4
1575,nominated,nominate,VBD,2
1576,nominated,nominate,VBN,3
1577,noted,note,VBD,156
1578,noted,note,VBN,18
1579,noticed,notice,VBD,9
1580,noticed,notice,VBN,5
1581,notified,notify,VBD,4
1582,notified,notify,VBN,16
1583,numbered,number,VBD,4
1584,numbered,number,VBN,2
1585,nursed,nurse,VBD,2
1586,objected,object,VBD,5
1587,obligated,obligate,VBD,1
1588,obligated,obligate,VBN,5
1589,obliged,oblige,VBN,5
1590,observed,observe,VBD,12
1591,observed,observe,VBN,3
1592,obstructed,obstruct,VBN,2
1593,obtained,obtain,VBD,10
1594,obtained,obtain,VBN,18
1595,occupied,occupy,VBD,3
1596,occupied,occupy,VBN,1
1597,occurred,occur,VBD,29
1598,occurred,occur,VBN,8
1599,offered,offer,VBD,91
1600,offered,offer,VBN,142
1601,offset,offset,VBD,5
1602,offset,offset,VBN,49
1603,omitted,omit,VBD,2
1604,omitted,omit,VBN,12
1605,opened,open,VBD,89
1606,opened,open,VBN,39
1607,operated,operate,VBD,11
1608,operated,operate,VBN,9
1609,opposed,oppose,VBD,18
1610,opposed,oppose,VBN,41
1611,opted,opt,VBD,5
1612,opted,opt,VBN,1
1613,ordered,order,VBD,36
1614,ordered,order,VBN,33
1615,organized,organize,VBD,2
1616,organized,organize,VBN,20
1617,oriented,orient,VBN,5
1618,originated,originate,VBN,2
1619,ousted,oust,VBD,4
1620,ousted,oust,VBN,7
1621,outdated,outdate,VBN,1
1622,outlawed,outlaw,VBD,1
1623,outlawed,outlaw,VBN,6
1624,outlined,outline,VBD,2
1625,outlined,outline,VBN,6
1626,outnumbered,outnumber,VBD,13
1627,outpaced,outpace,VBD,5
1628,outpaced,outpace,VBN,1
1629,outperformed,outperform,VBD,2
1630,outperformed,outperform,VBN,4
1631,outraged,outrage,VBN,2
1632,outstripped,outstrip,VBD,2
1633,outstripped,outstrip,VBN,2
1634,outweighed,outweigh,VBD,1
1635,outweighed,outweigh,VBN,1
1636,overbid,overbid,VBD,1
1637,overcome,overcome,VBN,4
1638,overhauled,overhaul,VBN,3
1639,overlooked,overlook,VBD,1
1640,overlooked,overlook,VBN,1
1641,overpaid,overpay,VBD,1
1642,overpaid,overpay,VBN,1
1643,overpriced,overprice,VBN,3
1644,oversaw,oversee,VBD,3
1645,overshadowed,overshadow,VBD,1
1646,overshadowed,overshadow,VBN,3
1647,oversold,oversell,VBN,2
1648,overstated,overstate,VBD,1
1649,overstated,overstate,VBN,3
1650,oversubscribed,oversubscribe,VBN,5
1651,overturned,overturn,VBD,2
1652,overturned,overturn,VBN,1
1653,overvalued,overvalue,VBD,1
1654,overvalued,overvalue,VBN,3
1655,overwhelmed,overwhelm,VBD,1
1656,overwhelmed,overwhelm,VBN,1
1657,owed,owe,VBD,7
1658,owed,owe,VBN,24
1659,own,own,VBN,1
1660,owned,own,VBD,21
1661,owned,own,VBN,99
1662,packaged,package,VBN,10
1663,packed,pack,VBD,3
1664,packed,pack,VBN,5
1665,paid,pay,VBD,87
1666,paid,pay,VBN,175
1667,painted,paint,VBD,4
1668,painted,paint,VBN,9
1669,paired,pair,VBN,4
1670,paled,pale,VBD,1
1671,panicked,panic,VBD,2
1672,panned,pan,VBD,1
1673,panned,pan,VBN,1
1674,paralyzed,paralyze,VBN,3
1675,pared,pare,VBN,5
1676,parked,park,VBD,1
1677,parked,park,VBN,3
1678,participated,participate,VBD,10
1679,participated,participate,VBN,1
1680,passed,pass,VBD,30
1681,passed,pass,VBN,57
1682,patched,patch,VBN,1
1683,patented,patent,VBD,2
1684,patented,patent,VBN,2
1685,patterned,pattern,VBN,2
1686,paved,pave,VBD,1
1687,paved,pave,VBN,1
1688,peaked,peak,VBD,4
1689,peaked,peak,VBN,4
1690,peeled,peel,VBN,3
1691,pegged,peg,VBD,4
1692,pegged,peg,VBN,9
1693,penalized,penalize,VBN,2
1694,penetrated,penetrate,VBN,2
1695,perceived,perceive,VBD,2
1696,perceived,perceive,VBN,13
1697,perched,perch,VBN,2
1698,performed,perform,VBD,9
1699,performed,perform,VBN,17
1700,perked,perk,VBD,1
1701,perked,perk,VBN,1
1702,permitted,permit,VBD,6
1703,permitted,permit,VBN,24
1704,persisted,persist,VBD,2
1705,personalized,personalize,VBN,2
1706,persuaded,persuade,VBD,6
1707,persuaded,persuade,VBN,5
1708,phased,phase,VBD,1
1709,phased,phase,VBN,7
1710,phoned,phone,VBD,3
1711,phoned,phone,VBN,2
1712,picked,pick,VBD,15
1713,picked,pick,VBN,9
1714,piled,pile,VBD,3
1715,piled,pile,VBN,2
1716,pinpointed,pinpoint,VBN,1
1717,pioneered,pioneer,VBD,4
1718,piped,pipe,VBD,1
1719,piped,pipe,VBN,1
1720,pitched,pitch,VBD,3
1721,pitched,pitch,VBN,2
1722,pitted,pit,VBD,1
1723,pitted,pit,VBN,2
1724,placed,place,VBD,21
1725,placed,place,VBN,52
1726,plagued,plague,VBD,2
1727,plagued,plague,VBN,7
1728,planned,plan,VBD,35
1729,planned,plan,VBN,64
1730,planted,plant,VBD,2
1731,planted,plant,VBN,7
1732,played,play,VBD,34
1733,played,play,VBN,28
1734,pleaded,plead,VBD,23
1735,pleaded,plead,VBN,3
1736,pleased,please,VBD,2
1737,pleased,please,VBN,11
1738,pledged,pledge,VBD,9
1739,pledged,pledge,VBN,4
1740,plowed,plow,VBD,1
1741,plowed,plow,VBN,2
1742,plummeted,plummet,VBD,33
1743,plummeted,plummet,VBN,6
1744,plunged,plunge,VBD,67
1745,plunged,plunge,VBN,10
1746,pointed,point,VBD,21
1747,pointed,point,VBN,6
1748,poised,poise,VBN,9
1749,polished,polish,VBD,1
1750,polished,polish,VBN,1
1751,polled,poll,VBD,2
1752,polled,poll,VBN,9
1753,pollinated,pollinate,VBN,2
1754,pooled,pool,VBN,3
1755,populated,populate,VBN,3
1756,portrayed,portray,VBD,3
1757,portrayed,portray,VBN,4
1758,posed,pose,VBD,4
1759,posed,pose,VBN,4
1760,positioned,position,VBD,2
1761,positioned,position,VBN,11
1762,posted,post,VBD,154
1763,posted,post,VBN,20
1764,postmarked,postmark,VBN,2
1765,postponed,postpone,VBD,7
1766,postponed,postpone,VBN,9
1767,poured,pour,VBD,5
1768,poured,pour,VBN,4
1769,powered,power,VBN,3
1770,practiced,practice,VBD,3
1771,practiced,practice,VBN,5
1772,praised,praise,VBD,9
1773,praised,praise,VBN,2
1774,pre-registered,pre-register,VBN,1
1775,preceded,precede,VBN,3
1776,precipitated,precipitate,VBD,4
1777,precluded,preclude,VBN,2
1778,predetermined,predetermine,VBN,3
1779,predicted,predict,VBD,53
1780,predicted,predict,VBN,14
1781,preferred,prefer,VBD,9
1782,preferred,prefer,VBN,53
1783,prejudiced,prejudice,VBN,1
1784,preoccupied,preoccupy,VBN,4
1785,prepaid,prepay,VBN,3
1786,prepared,prepare,VBD,6
1787,prepared,prepare,VBN,53
1788,prescribed,prescribe,VBN,5
