,WORD,LEMMA,XPOS,0
1229,squeaky,squeaky,RB,1
1227,square,square,RB,1
1226,sporadically,sporadically,RB,1
1223,spiritually,spiritually,RB,1
1216,sort,sort,RB,1
1215,sorry,sorry,RB,1
1361,unjustly,unjustly,RB,1
1362,unknowingly,unknowingly,RB,1
1267,supremely,supremely,RB,1
1270,surgically,surgically,RB,1
1271,surprise,surprise,RB,1
1299,thin,thin,RB,1
1317,topsy-turvy,topsy-turvy,RB,1
1320,tow,tow,RB,1
1314,tongue-in-cheek,tongue-in-cheek,RB,1
1322,tragically,tragically,RB,1
1323,transparently,transparently,RB,1
1312,today,today,RB,1
1325,trifle,trifle,RB,1
1308,tidily,tidily,RB,1
1328,truthfully,truthfully,RB,1
1329,turn,turn,RB,1
1333,unabatingly,unabatingly,RB,1
1305,threefold,threefold,RB,1
1302,this,this,RB,1
1335,unawares,unawares,RB,1
1336,unbearably,unbearably,RB,1
1274,sweepingly,sweepingly,RB,1
1337,uncannily,uncannily,RB,1
1338,unceremoniously,unceremoniously,RB,1
1340,unconditionally,unconditionally,RB,1
1290,thankfully,thankfully,RB,1
1341,unconstitutionally,unconstitutionally,RB,1
1286,tenaciously,tenaciously,RB,1
1344,under,under,RB,1
1284,tellingly,tellingly,RB,1
1280,tantalizingly,tantalizingly,RB,1
1349,unequivocally,unequivocally,RB,1
1279,tad,tad,RB,1
1350,unerringly,unerringly,RB,1
1277,systematically,systematically,RB,1
1276,symbolically,symbolically,RB,1
1204,solo,solo,RB,1
1202,solid,solid,RB,1
1201,solemnly,solemnly,RB,1
1113,refreshingly,refreshingly,RB,1
1139,roundly,roundly,RB,1
1137,robustly,robustly,RB,1
1136,rigorously,rigorously,RB,1
1391,verbally,verbally,RB,1
1392,verbatim,verbatim,RB,1
1133,richly,richly,RB,1
1132,rhythmically,rhythmically,RB,1
1131,revoltingly,revoltingly,RB,1
1130,reverse,reverse,RB,1
1129,retroactively,retroactively,RB,1
1393,versa,versa,RB,1
1126,resiliently,resiliently,RB,1
1120,religiously,religiously,RB,1
1115,regrettably,regrettably,RB,1
1111,recognizably,recognizably,RB,1
1388,variously,variously,RB,1
1108,reassuringly,reassuringly,RB,1
1401,visibly,visibly,RB,1
1105,realistically,realistically,RB,1
1406,waggishly,waggishly,RB,1
1094,quintuple,quintuple,RB,1
1407,warily,warily,RB,1
1408,warmly,warmly,RB,1
1091,quick,quick,RB,1
1090,queasily,queasily,RB,1
1088,quaintly,quaintly,RB,1
1086,purportedly,purportedly,RB,1
1083,psychologically,psychologically,RB,1
1082,prudently,prudently,RB,1
1412,west,west,RB,1
1141,ruefully,ruefully,RB,1
1142,running,running,RB,1
1199,softly,softly,RB,1
1180,singly,singly,RB,1
1198,socioeconomically,socioeconomically,RB,1
1195,sniggeringly,sniggeringly,RB,1
1194,snidely,snidely,RB,1
1192,smartly,smartly,RB,1
1190,slyly,slyly,RB,1
1188,slow,slow,RB,1
1367,unprecedentedly,unprecedentedly,RB,1
1186,slickly,slickly,RB,1
1368,unquestionably,unquestionably,RB,1
1185,slavishly,slavishly,RB,1
1183,sixth,sixth,RB,1
1182,sixfold,sixfold,RB,1
1370,unremittingly,unremittingly,RB,1
1181,six-fold,six-fold,RB,1
1178,sincerely,sincerely,RB,1
1145,sardonically,sardonically,RB,1
1373,unvaryingly,unvaryingly,RB,1
1374,unwittingly,unwittingly,RB,1
1173,silly,silly,RB,1
1170,side-by-side,side-by-side,RB,1
1169,shrewdly,shrewdly,RB,1
1377,upon,upon,RB,1
1379,upstairs,upstairs,RB,1
1161,semimonthly,semimonthly,RB,1
1383,uselessly,uselessly,RB,1
1384,usual,usual,RB,1
1151,scrupulously,scrupulously,RB,1
1150,scientifically,scientifically,RB,1
1149,scared,scared,RB,1
1147,savagely,savagely,RB,1
1376,uphill,uphill,RB,1
0,'til,'til,RB,1
1021,perennially,perennially,RB,1
345,appreciably,appreciably,RB,1
312,allgedly,allgedly,RB,1
317,aloud,aloud,RB,1
323,am,am,RB,1
324,amazingly,amazingly,RB,1
325,ambitiously,ambitiously,RB,1
331,anonymously,anonymously,RB,1
334,anyhow,anyhow,RB,1
339,aparently,aparently,RB,1
342,aplenty,aplenty,RB,1
343,apologetically,apologetically,RB,1
348,aptly,aptly,RB,1
308,alive,alive,RB,1
350,architecturally,architecturally,RB,1
351,ardently,ardently,RB,1
356,as-yet,as-yet,RB,1
357,aseptically,aseptically,RB,1
360,asleep,asleep,RB,1
361,assiduously,assiduously,RB,1
362,astray,astray,RB,1
365,avidly,avidly,RB,1
366,awake,awake,RB,1
367,awash,awash,RB,1
310,all-in-all,all-in-all,RB,1
306,alfresco,alfresco,RB,1
237,Subsequently,subsequently,RB,1
267,Widely,widely,RB,1
242,Surprisingly,surprisingly,RB,1
248,Thrice,thrice,RB,1
251,Tonight,tonight,RB,1
253,Totally,totally,RB,1
255,Twice,twice,RB,1
258,Understandably,understandably,RB,1
260,Unhappily,unhappily,RB,1
261,Unlikely,unlikely,RB,1
262,Unseasonably,unseasonably,RB,1
263,Up,up,RB,1
268,Wisely,wisely,RB,1
305,aimlessly,aimlessly,RB,1
269,Yes,yes,RB,1
271,Yuppily,yuppily,RB,1
274,aback,aback,RB,1
281,abundantly,abundantly,RB,1
285,across,across,RB,1
288,additionally,additionally,RB,1
290,admirably,admirably,RB,1
294,afield,afield,RB,1
295,afire,afire,RB,1
297,afoot,afoot,RB,1
373,backstage,backstage,RB,1
375,backwards,backwards,RB,1
376,bad,bad,RB,1
458,concurrently,concurrently,RB,1
435,cleanly,cleanly,RB,1
439,clinically,clinically,RB,1
443,coherently,coherently,RB,1
446,comically,comically,RB,1
451,competitively,competitively,RB,1
453,comprehensively,comprehensively,RB,1
454,con,con,RB,1
455,conceivably,conceivably,RB,1
456,conclusively,conclusively,RB,1
457,concomitantly,concomitantly,RB,1
460,confidently,confidently,RB,1
380,beautifully,beautifully,RB,1
466,conspicuously,conspicuously,RB,1
469,constructively,constructively,RB,1
470,continously,continously,RB,1
472,continuingly,continuingly,RB,1
474,conveniently,conveniently,RB,1
476,cooly,cooly,RB,1
480,covertly,covertly,RB,1
482,crucially,crucially,RB,1
483,cumulatively,cumulatively,RB,1
487,cynically,cynically,RB,1
433,chillingly,chillingly,RB,1
431,chemically,chemically,RB,1
430,cheerfully,cheerfully,RB,1
429,cheek-to-jowl,cheek-to-jowl,RB,1
385,belatedly,belatedly,RB,1
386,belly-up,belly-up,RB,1
388,beside,beside,RB,1
390,bet,bet,RB,1
392,between,between,RB,1
393,beyond,beyond,RB,1
396,blindly,blindly,RB,1
397,blinking,blinking,RB,1
401,boringly,boringly,RB,1
402,branch-by-branch,branch-by-branch,RB,1
403,breathlessly,breathlessly,RB,1
405,brightly,brightly,RB,1
409,broke,broke,RB,1
411,bullishly,bullishly,RB,1
415,calmly,calmly,RB,1
416,capriciously,capriciously,RB,1
419,categorically,categorically,RB,1
422,center,center,RB,1
423,centrally,centrally,RB,1
425,characteristically,characteristically,RB,1
426,charmingly,charmingly,RB,1
239,Supposedly,supposedly,RB,1
236,Strongly,strongly,RB,1
1020,peacefully,peacefully,RB,1
78,FIRST,first,RB,1
58,Double,double,RB,1
59,Down,down,RB,1
60,EST,est,RB,1
63,East,east,RB,1
64,Else,else,RB,1
72,Ever-more,ever-more,RB,1
73,Everytime,everytime,RB,1
74,Everywhere,everywhere,RB,1
75,Evidently,evidently,RB,1
77,FAR,far,RB,1
81,Financially,financially,RB,1
56,Desperately,desperately,RB,1
83,Fittingly,fittingly,RB,1
84,Foremost,foremost,RB,1
86,Formerly,formerly,RB,1
89,Free,free,RB,1
90,Frequently,frequently,RB,1
92,Fundamentally,fundamentally,RB,1
96,Gingerly,gingerly,RB,1
98,Greedily,greedily,RB,1
100,Hard,hard,RB,1
104,Hopefully,hopefully,RB,1
57,Domestically,domestically,RB,1
55,Deeply,deeply,RB,1
235,Strictly,strictly,RB,1
30,Arguably,arguably,RB,1
2,338-44,338-44,RB,1
3,84-6,84-6,RB,1
5,Abroad,abroad,RB,1
7,Academically,academically,RB,1
9,Actively,actively,RB,1
15,Afterwards,afterwards,RB,1
17,All,all,RB,1
19,Along,along,RB,1
20,Alongside,alongside,RB,1
27,Apart,apart,RB,1
33,Away,away,RB,1
54,Daily,daily,RB,1
37,Before,before,RB,1
38,Belatedly,belatedly,RB,1
40,By,by,RB,1
42,Characteristically,characteristically,RB,1
44,Close,close,RB,1
46,Collectively,collectively,RB,1
47,Conceivably,conceivably,RB,1
49,Consistently,consistently,RB,1
51,Curiously,curiously,RB,1
53,Customarily,customarily,RB,1
106,Hugely,hugely,RB,1
107,INTERBANK,interbank,RB,1
109,Immediately,immediately,RB,1
211,Seasonally,seasonally,RB,1
182,Overseas,overseas,RB,1
188,Politically,politically,RB,1
191,Presumably,presumably,RB,1
197,Publicly,publicly,RB,1
198,Quick,quick,RB,1
199,Quite,quite,RB,1
201,Real,real,RB,1
206,Relatively,relatively,RB,1
208,Rightly,rightly,RB,1
210,Sadly,sadly,RB,1
212,Second,second,RB,1
110,In,in,RB,1
214,Seldom,seldom,RB,1
216,Sharply,sharply,RB,1
218,Significantly,significantly,RB,1
220,Simply,simply,RB,1
221,Simultaneously,simultaneously,RB,1
222,Slightly,slightly,RB,1
224,Softly,softly,RB,1
226,Someday,someday,RB,1
227,Somehow,somehow,RB,1
232,Specially,specially,RB,1
178,Originally,originally,RB,1
176,Operationally,operationally,RB,1
175,Onstage,onstage,RB,1
151,NO,no,RB,1
112,Incrementally,incrementally,RB,1
114,Industrywide,industrywide,RB,1
115,Inexplicably,inexplicably,RB,1
116,Initially,initially,RB,1
117,Inland,inland,RB,1
118,Insofar,insofar,RB,1
120,Interestingly,interestingly,RB,1
123,JUST,just,RB,1
126,LOW,low,RB,1
129,Lately,lately,RB,1
131,Likely,likely,RB,1
133,Lilly,lilly,RB,1
134,Literally,literally,RB,1
136,Locally,locally,RB,1
137,Long,long,RB,1
138,MORE,more,RB,1
139,Mainly,mainly,RB,1
140,Many,many,RB,1
142,Mayhap,mayhap,RB,1
143,McNally,mcnally,RB,1
150,N'T,not,RB,1
490,damned,damned,RB,1
492,darkly,darkly,RB,1
493,darned,darned,RB,1
846,live,live,RB,1
822,lackluster,lackluster,RB,1
823,large,large,RB,1
825,lasciviously,lasciviously,RB,1
830,laughingly,laughingly,RB,1
832,lawfully,lawfully,RB,1
833,lazily,lazily,RB,1
837,leisurely,leisurely,RB,1
838,less,less,RB,1
839,lightheartedly,lightheartedly,RB,1
843,limply,limply,RB,1
850,long-term,long-term,RB,1
818,keenly,keenly,RB,1
855,loud,loud,RB,1
856,loudly,loudly,RB,1
859,lustily,lustily,RB,1
860,maddeningly,maddeningly,RB,1
861,madly,madly,RB,1
862,magisterially,magisterially,RB,1
863,magnetically,magnetically,RB,1
870,mass,mass,RB,1
871,massively,massively,RB,1
872,masterfully,masterfully,RB,1
821,laboriously,laboriously,RB,1
816,judiciously,judiciously,RB,1
495,dear,dear,RB,1
786,insofar,insofar,RB,1
760,inasmuch,inasmuch,RB,1
761,incessantly,incessantly,RB,1
762,incompetently,incompetently,RB,1
772,ineffably,ineffably,RB,1
776,inextricably,inextricably,RB,1
777,infinitely,infinitely,RB,1
779,ingeniously,ingeniously,RB,1
782,inland,inland,RB,1
783,innately,innately,RB,1
784,innocently,innocently,RB,1
789,instinctively,instinctively,RB,1
815,judicially,judicially,RB,1
793,intensively,intensively,RB,1
795,interbank,interbank,RB,1
796,interestingly,interestingly,RB,1
801,intriguingly,intriguingly,RB,1
804,involuntarily,involuntarily,RB,1
805,inward,inward,RB,1
806,inwardly,inwardly,RB,1
809,irrespective,irrespective,RB,1
811,jauntily,jauntily,RB,1
814,jokingly,jokingly,RB,1
874,mathematically,mathematically,RB,1
878,meantime,meantime,RB,1
881,medically,medically,RB,1
985,ostentatiously,ostentatiously,RB,1
958,obediently,obediently,RB,1
959,objectively,objectively,RB,1
960,obliquely,obliquely,RB,1
966,offhandedly,offhandedly,RB,1
970,ominously,ominously,RB,1
975,onstage,onstage,RB,1
978,operationally,operationally,RB,1
979,optically,optically,RB,1
980,optimistically,optimistically,RB,1
981,orderly,orderly,RB,1
990,outstandingly,outstandingly,RB,1
883,mercifully,mercifully,RB,1
991,outward,outward,RB,1
1007,painstakingly,painstakingly,RB,1
1008,paleontologically,paleontologically,RB,1
1009,parallel,parallel,RB,1
1010,part-time,part-time,RB,1
1012,particular,particular,RB,1
1015,passably,passably,RB,1
1016,passionately,passionately,RB,1
1017,passively,passively,RB,1
1019,pathologically,pathologically,RB,1
957,o'clock,o'clock,RB,1
955,nt,nt,RB,1
947,not-so-subtly,not-so-subtly,RB,1
945,northwest,northwest,RB,1
885,merrily,merrily,RB,1
886,methodically,methodically,RB,1
887,mid-afternoon,mid-afternoon,RB,1
892,miserably,miserably,RB,1
893,misleadingly,misleadingly,RB,1
895,mockingly,mockingly,RB,1
898,molecularly,molecularly,RB,1
899,momentarily,momentarily,RB,1
903,most,most,RB,1
905,movingly,movingly,RB,1
908,mutually,mutually,RB,1
921,needlessly,needlessly,RB,1
923,negligently,negligently,RB,1
924,negligibly,negligibly,RB,1
930,newsweekly,newsweekly,RB,1
934,nightly,nightly,RB,1
935,ninefold,ninefold,RB,1
937,nominally,nominally,RB,1
938,noncompetitively,noncompetitively,RB,1
940,normal,normal,RB,1
944,northward,northward,RB,1
758,inadvertently,inadvertently,RB,1
755,in-house,in-house,RB,1
753,impulsively,impulsively,RB,1
583,erroneously,erroneously,RB,1
560,egregiously,egregiously,RB,1
562,electrically,electrically,RB,1
564,elegantly,elegantly,RB,1
568,embarrassingly,embarrassingly,RB,1
571,encouragingly,encouragingly,RB,1
572,endlessly,endlessly,RB,1
573,enormously,enormously,RB,1
576,enticingly,enticingly,RB,1
578,enviably,enviably,RB,1
581,equitably,equitably,RB,1
586,ethnically,ethnically,RB,1
625,fifth,fifth,RB,1
592,evidently,evidently,RB,1
598,excrutiatingly,excrutiatingly,RB,1
599,expeditiously,expeditiously,RB,1
600,expensive,expensive,RB,1
601,experimentally,experimentally,RB,1
604,extensively,extensively,RB,1
608,facetiously,facetiously,RB,1
613,famously,famously,RB,1
617,faultlessly,faultlessly,RB,1
621,fervently,fervently,RB,1
556,eerily,eerily,RB,1
553,ecologically,ecologically,RB,1
551,eastward,eastward,RB,1
541,dubiously,dubiously,RB,1
501,defensively,defensively,RB,1
505,deftly,deftly,RB,1
506,delectably,delectably,RB,1
508,delicately,delicately,RB,1
509,delightfully,delightfully,RB,1
510,deliriously,deliriously,RB,1
511,democratically,democratically,RB,1
512,demographically,demographically,RB,1
515,devastatingly,devastatingly,RB,1
517,dimly,dimly,RB,1
518,diplomatically,diplomatically,RB,1
519,direct,direct,RB,1
522,discreetly,discreetly,RB,1
523,dishonestly,dishonestly,RB,1
527,distressingly,distressingly,RB,1
529,done,done,RB,1
531,doubly,doubly,RB,1
532,doubt,doubt,RB,1
533,doubtless,doubtless,RB,1
535,downhill,downhill,RB,1
539,drastic,drastic,RB,1
624,fifteenfold,fifteenfold,RB,1
626,figuratively,figuratively,RB,1
751,impressively,impressively,RB,1
1,12-2,12-2,RB,1
698,guardedly,guardedly,RB,1
699,guilty,guilty,RB,1
701,halfheartedly,halfheartedly,RB,1
702,haltingly,haltingly,RB,1
703,hand,hand,RB,1
704,handily,handily,RB,1
712,head-to-head,head-to-head,RB,1
713,headlong,headlong,RB,1
714,heart,heart,RB,1
715,heartwarmingly,heartwarmingly,RB,1
720,hereabouts,hereabouts,RB,1
629,fine,fine,RB,1
721,hereafter,hereafter,RB,1
722,heretofore,heretofore,RB,1
725,highest,highest,RB,1
728,hither,hither,RB,1
730,homologous,homologous,RB,1
735,horizontally,horizontally,RB,1
740,hurriedly,hurriedly,RB,1
741,hydraulically,hydraulically,RB,1
742,hysterically,hysterically,RB,1
743,ignominiously,ignominiously,RB,1
697,grudgingly,grudgingly,RB,1
695,grimly,grimly,RB,1
690,grandly,grandly,RB,1
684,gleefully,gleefully,RB,1
634,fish,fish,RB,1
635,fist,fist,RB,1
636,fivefold,fivefold,RB,1
645,forlornly,forlornly,RB,1
649,forthrightly,forthrightly,RB,1
651,forwards,forwards,RB,1
652,four-fold,four-fold,RB,1
653,four-for-one,four-for-one,RB,1
654,four-to-one,four-to-one,RB,1
655,fourth,fourth,RB,1
660,freakishly,freakishly,RB,1
664,freshly,freshly,RB,1
665,frighteningly,frighteningly,RB,1
666,fro,fro,RB,1
667,front,front,RB,1
669,full-time,full-time,RB,1
676,generically,generically,RB,1
677,generously,generously,RB,1
680,genuinely,genuinely,RB,1
681,geologically,geologically,RB,1
683,glaringly,glaringly,RB,1
1438,zestfully,zestfully,RB,1
